scenario,median_low_all_populations,median_high_all_populations,ratio_low_over_high_all_populations,log2_gap_all_populations,median_low_evolved_only,median_high_evolved_only,ratio_low_over_high_evolved_only,log2_gap_evolved_only,frac_never_evolved_low,frac_never_evolved_high
authors,15.81751312716378,9.203115262353638,1.7187129223369688,0.781328590710076,16.248132890218038,9.203115262353638,1.7655035742823764,0.8200797418532422,0.075,0.0
implied,16.621593669373766,8.6732074492955,1.91642985211012,0.9384211915300269,16.71470205145477,8.725784520748764,1.9155529238327411,0.9377608857963909,0.05,0.05
