exposure_mode,species,model,parameter,perturbation,endpoint,baseline,perturbed,abs_change,pct_change,elasticity,censored
absolute,Mtb,two-compartment mechanistic,Emax_S,-10%,log10_drop_240h,3.7817064867196795,3.76744992949188,-0.014256557227799505,-0.37698740708367084,0.03769874070836709,False
absolute,Mtb,two-compartment mechanistic,Emax_S,-10%,time_to_LOD_h,280.4723269334657,283.1182854972368,2.645958563771103,0.9433938074036029,-0.09433938074036033,False
absolute,Mtb,two-compartment mechanistic,Emax_S,-10%,MDK99_h,25.354753407436114,28.64716596304365,3.2924125556075374,12.985385827660739,-1.2985385827660743,False
absolute,Mtb,two-compartment mechanistic,Emax_P,+10%,log10_drop_240h,3.7817064867196795,3.8068439122878264,0.02513742556814691,0.6647111735514822,0.06647111735514817,False
absolute,Mtb,two-compartment mechanistic,Emax_P,+10%,time_to_LOD_h,280.4723269334657,275.12593260208644,-5.346394331379258,-1.906210994087678,-0.19062109940876762,False
absolute,Mtb,two-compartment mechanistic,Emax_P,+10%,MDK99_h,25.354753407436114,25.34550753458671,-0.009245872849405146,-0.03646603341325927,-0.0036466033413259237,False
absolute,Mtb,two-compartment mechanistic,Emax_P,-10%,log10_drop_240h,3.7817064867196795,3.7565687246619697,-0.02513776205770979,-0.6647200713748342,0.06647200713748344,False
absolute,Mtb,two-compartment mechanistic,Emax_P,-10%,time_to_LOD_h,280.4723269334657,286.0317180842443,5.559391150778595,1.9821531812289654,-0.1982153181228966,False
absolute,Mtb,two-compartment mechanistic,Emax_P,-10%,MDK99_h,25.354753407436114,25.36407058679839,0.009317179362277273,0.03674726869772949,-0.00367472686977295,False
absolute,Mtb,two-compartment mechanistic,EC50,+10%,log10_drop_240h,3.7817064867196795,3.7652032315601907,-0.016503255159488806,-0.4363970397344091,-0.04363970397344087,False
absolute,Mtb,two-compartment mechanistic,EC50,+10%,time_to_LOD_h,280.4723269334657,284.02299595315594,3.550669019690247,1.265960552512029,0.1265960552512028,False
