nutrient_conc,cycle,n_at_12.5,n_at_25,geo_mean_survival_12.5,geo_mean_survival_25,observed_log_ratio,ci95_half_width,model_log_ratio,discrepancy_log,model_understates_by_fold,mannwhitney_p,ci_excludes_model
0.25,1,2,22,0.9580083506942932,0.004724590688251659,5.3120755643644175,0.4667365469701593,0.44014319821763936,4.871932366146778,130.572988092973,0.024698237639798445,True
0.8,2,20,4,7.456350730066291e-05,9.868244468788862e-07,4.324914329987205,0.7320125355404404,0.44014319821763936,3.8847711317695657,48.655805416995285,0.0022060793779387924,True
