species,design,r2_printed,r2_biexponential,delta_r2,aicc_printed,aicc_biexponential,delta_aicc_printed_minus_biexp,both_r2_above_0.9
Mtb,"dense (14-point, 240 h)",0.9774061917613805,0.9856083371665166,0.008202145405136085,17.061726785495765,4.247351193755552,12.814375591740212,True
Mtb,"sparse (8-point, 240 h)",0.9611447946312074,0.9988475340686495,0.03770273943744207,96.91551208913057,12.772007134222356,84.14350495490822,True
S. aureus,"dense (16-point, 48 h)",0.9864504739171284,0.9843400173732284,-0.0021104565438999634,11.122654594233683,7.2380804976197926,3.884574096613891,True
S. aureus,"sparse (8-point, 48 h)",0.8647802495455621,0.968597708189181,0.10381745864361891,169.40841888275656,36.77229330760382,132.63612557515273,False
