"Time","death rate"
1,0.003003003003003
2,0
3,0.00602409638554217
4,0.00303030303030303
5,0.0060790273556231
6,0
7,0.00305810397553517
8,0
9,0
10,0
11,0.00613496932515337
12,0.00308641975308642
13,0
14,0
15,0
16,0.00309597523219814
17,0
18,0.0031055900621118
19,0
20,0.00311526479750779
21,0
22,0
23,0.003125
24,0
25,0.00313479623824451
26,0.00943396226415094
27,0.00317460317460317
28,0.00318471337579618
29,0
30,0
31,0.00319488817891374
32,0.00961538461538462
33,0.00323624595469256
34,0
35,0.00649350649350649
36,0
37,0.00326797385620915
38,0.00655737704918033
39,0.0132013201320132
40,0
41,0.0100334448160535
42,0.00675675675675676
43,0.0102040816326531
44,0.00687285223367698
45,0.00346020761245675
46,0.00347222222222222
47,0.0104529616724739
48,0.0140845070422535
49,0.00714285714285714
50,0.00719424460431655
51,0.0144927536231884
52,0.0110294117647059
53,0.00371747211895911
54,0.00373134328358209
55,0.0112359550561798
56,0.00378787878787879
57,0.00380228136882129
58,0.00381679389312977
59,0
60,0.00383141762452107
61,0.00384615384615385
62,0.00772200772200772
63,0.00389105058365759
64,0.00390625
65,0.0117647058823529
66,0
67,0.0158730158730159
68,0.00806451612903226
69,0.00813008130081301
70,0
71,0.00409836065573771
72,0.0123456790123457
73,0.0125
74,0
75,0
76,0
77,0.00421940928270042
78,0
79,0.00847457627118644
80,0
81,0.00854700854700855
82,0.00431034482758621
83,0
84,0
85,0
86,0.00432900432900433
87,0.00434782608695652
88,0.00873362445414847
89,0
90,0
91,0.00440528634361234
92,0
93,0
94,0
95,0.0132743362831858
96,0.00448430493273543
97,0
98,0.0045045045045045
99,0
100,0.00452488687782805
101,0.00454545454545455
102,0
103,0.0045662100456621
104,0.00458715596330275
105,0.00460829493087558
106,0
107,0.00925925925925926
108,0.00934579439252336
109,0.00471698113207547
110,0.004739336492891
111,0.00952380952380952
112,0
113,0.00961538461538462
114,0.00970873786407767
115,0.0147058823529412
116,0
117,0.0199004975124378
118,0.0050761421319797
119,0
120,0.00510204081632653
121,0.0205128205128205
122,0.0104712041884817
123,0.0211640211640212
124,0.00540540540540541
125,0.0108695652173913
126,0.00549450549450549
127,0
128,0.00552486187845304
129,0.0166666666666667
130,0.0169491525423729
131,0
132,0
133,0.00574712643678161
134,0.00578034682080925
135,0.0116279069767442
136,0.00588235294117647
137,0.0177514792899408
138,0.00602409638554217
139,0.0121212121212121
140,0
141,0.0122699386503067
142,0.0062111801242236
143,0
144,0.00625
145,0
146,0
147,0
148,0.0125786163522013
149,0.0127388535031847
150,0.00645161290322581
151,0
152,0
153,0.012987012987013
154,0.0131578947368421
155,0.00666666666666667
156,0
157,0
158,0.00671140939597315
159,0.00675675675675676
160,0.00680272108843537
161,0.0136986301369863
162,0.00694444444444444
163,0
164,0
165,0.00699300699300699
166,0.00704225352112676
167,0.00709219858156028
168,0.00714285714285714
169,0
170,0.00719424460431655
171,0.0072463768115942
172,0
173,0
174,0
175,0.0072992700729927
176,0.00735294117647059
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0.00740740740740741
187,0
188,0
189,0.00746268656716418
190,0
191,0
192,0
193,0.0150375939849624
194,0.00763358778625954
195,0
196,0
197,0
198,0.00769230769230769
199,0.0155038759689922
200,0
201,0
202,0.0078740157480315
203,0.00793650793650794
204,0.008
205,0
206,0
207,0
208,0
209,0
210,0
211,0.0161290322580645
212,0
213,0
214,0
215,0
216,0.0163934426229508
217,0.0166666666666667
218,0
219,0
220,0
221,0
222,0
223,0
224,0.00847457627118644
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0.00854700854700855
238,0
239,0.00862068965517241
240,0
241,0.00869565217391304
242,0
243,0
244,0
245,0.0175438596491228
246,0
247,0.00892857142857143
248,0
249,0
250,0.027027027027027
251,0.00925925925925926
252,0.00934579439252336
253,0
254,0
255,0
256,0
257,0
258,0
259,0.00943396226415094
260,0.00952380952380952
261,0.00961538461538462
262,0
263,0
264,0
265,0
266,0
267,0
268,0.0194174757281553
269,0.0099009900990099
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0.01
281,0.0101010101010101
282,0
283,0.0204081632653061
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0.0104166666666667
297,0
298,0
299,0
300,0.0105263157894737
301,0
302,0
303,0.0106382978723404
304,0
305,0
306,0
307,0
308,0
309,0.010752688172043
310,0
311,0
312,0
313,0.0217391304347826
314,0
315,0.0333333333333333
316,0.0344827586206897
317,0.0357142857142857
318,0.0864197530864197
319,0.0405405405405405
320,0.0140845070422535
321,0.0571428571428571
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0.333333333333333
334,1
335,NA
336,NA
337,NA
338,NA
339,NA
340,NA
341,NA
342,NA
343,NA
344,NA
345,NA
346,NA
347,NA
348,NA
