Time,Temp,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9
13:20:00,37,0.086,0.088,0.09,0.094,0.088,0.089,0.088,0.088,0.087,0.087,0.087,0.087,0.091,0.088,0.092,0.089,0.087,0.087,0.089,0.089,0.092,0.09,0.091,0.088,0.086,0.087,0.087,0.089,0.091,0.092,0.091,0.087,0.087,0.087,0.089,0.09,0.092,0.092,0.091,0.088,0.089,0.088,0.091,0.094,0.093,0.093,0.091,0.089,0.111,0.126,0.134,0.146,0.16,0.111,0.118,0.105,0.528,0.569,0.518,0.543,0.585,0.479,0.457,0.598,0.088,0.087,0.087,0.088,0.09,0.089,0.09,0.088
13:40:00,37,0.086,0.087,0.09,0.094,0.088,0.088,0.088,0.088,0.087,0.087,0.087,0.086,0.091,0.088,0.092,0.088,0.087,0.087,0.089,0.089,0.092,0.09,0.091,0.088,0.086,0.087,0.087,0.089,0.092,0.092,0.09,0.087,0.087,0.087,0.089,0.09,0.092,0.092,0.091,0.088,0.089,0.087,0.091,0.093,0.093,0.092,0.091,0.088,0.11,0.124,0.132,0.142,0.155,0.11,0.117,0.104,0.524,0.564,0.515,0.539,0.58,0.473,0.452,0.597,0.088,0.087,0.087,0.087,0.09,0.089,0.09,0.088
14:00:00,36.9,0.086,0.087,0.089,0.094,0.087,0.088,0.087,0.087,0.086,0.087,0.086,0.086,0.091,0.088,0.092,0.088,0.087,0.087,0.088,0.088,0.092,0.09,0.091,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.09,0.087,0.087,0.087,0.089,0.089,0.091,0.092,0.091,0.087,0.088,0.087,0.09,0.093,0.093,0.092,0.091,0.089,0.11,0.123,0.131,0.139,0.151,0.109,0.115,0.104,0.529,0.566,0.512,0.536,0.575,0.465,0.448,0.594,0.088,0.086,0.087,0.087,0.089,0.089,0.09,0.087
14:20:00,37,0.086,0.087,0.089,0.093,0.087,0.088,0.087,0.088,0.087,0.087,0.086,0.086,0.091,0.088,0.091,0.088,0.087,0.087,0.088,0.089,0.091,0.09,0.091,0.087,0.086,0.087,0.087,0.088,0.091,0.092,0.09,0.086,0.087,0.087,0.089,0.09,0.091,0.092,0.091,0.087,0.089,0.087,0.09,0.093,0.093,0.092,0.091,0.088,0.11,0.123,0.13,0.137,0.149,0.109,0.114,0.104,0.524,0.561,0.513,0.533,0.569,0.461,0.444,0.594,0.088,0.086,0.087,0.087,0.09,0.089,0.089,0.088
14:40:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.087,0.087,0.086,0.087,0.086,0.086,0.09,0.088,0.092,0.088,0.086,0.087,0.088,0.089,0.092,0.09,0.091,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.09,0.086,0.086,0.087,0.089,0.089,0.091,0.092,0.09,0.087,0.088,0.087,0.09,0.093,0.092,0.092,0.09,0.088,0.11,0.123,0.13,0.135,0.146,0.108,0.114,0.103,0.532,0.567,0.511,0.529,0.565,0.454,0.44,0.59,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.087
15:00:00,37,0.086,0.087,0.089,0.093,0.087,0.088,0.087,0.088,0.086,0.087,0.086,0.086,0.09,0.088,0.091,0.088,0.086,0.087,0.088,0.089,0.091,0.09,0.09,0.087,0.086,0.087,0.087,0.088,0.091,0.091,0.089,0.086,0.087,0.087,0.089,0.089,0.091,0.092,0.09,0.087,0.089,0.087,0.09,0.093,0.092,0.091,0.09,0.088,0.111,0.123,0.129,0.134,0.143,0.108,0.113,0.104,0.527,0.56,0.51,0.528,0.56,0.451,0.437,0.589,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.087
15:20:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.09,0.088,0.092,0.088,0.087,0.087,0.088,0.089,0.092,0.09,0.091,0.087,0.086,0.087,0.087,0.088,0.091,0.092,0.09,0.086,0.087,0.087,0.089,0.089,0.091,0.091,0.09,0.087,0.089,0.087,0.09,0.093,0.093,0.092,0.09,0.088,0.112,0.123,0.13,0.133,0.142,0.109,0.114,0.105,0.531,0.567,0.508,0.525,0.559,0.447,0.431,0.589,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.088
15:40:00,37,0.086,0.088,0.09,0.094,0.088,0.088,0.087,0.087,0.087,0.087,0.086,0.086,0.09,0.088,0.091,0.088,0.087,0.087,0.088,0.089,0.092,0.09,0.09,0.088,0.086,0.087,0.087,0.088,0.091,0.091,0.09,0.086,0.087,0.087,0.089,0.089,0.091,0.092,0.09,0.087,0.089,0.087,0.09,0.093,0.093,0.092,0.09,0.088,0.114,0.127,0.13,0.133,0.141,0.109,0.114,0.108,0.533,0.563,0.507,0.523,0.557,0.441,0.432,0.586,0.088,0.086,0.087,0.087,0.09,0.089,0.09,0.087
16:00:00,36.9,0.086,0.087,0.089,0.094,0.087,0.088,0.087,0.087,0.087,0.087,0.086,0.086,0.091,0.088,0.091,0.088,0.087,0.087,0.088,0.089,0.092,0.09,0.09,0.087,0.086,0.087,0.087,0.088,0.091,0.091,0.09,0.087,0.086,0.087,0.089,0.089,0.091,0.092,0.09,0.087,0.089,0.087,0.09,0.093,0.093,0.092,0.09,0.088,0.108,0.127,0.131,0.132,0.14,0.11,0.115,0.112,0.531,0.568,0.509,0.522,0.553,0.44,0.429,0.583,0.088,0.086,0.087,0.087,0.09,0.089,0.09,0.088
16:20:00,37,0.085,0.087,0.089,0.094,0.087,0.088,0.087,0.087,0.086,0.087,0.086,0.086,0.09,0.088,0.091,0.088,0.086,0.087,0.088,0.088,0.091,0.09,0.09,0.087,0.085,0.087,0.086,0.088,0.091,0.091,0.089,0.087,0.086,0.087,0.089,0.089,0.09,0.091,0.09,0.087,0.089,0.087,0.089,0.092,0.092,0.091,0.09,0.088,0.113,0.13,0.133,0.132,0.139,0.111,0.116,0.117,0.532,0.568,0.508,0.52,0.551,0.436,0.428,0.581,0.087,0.086,0.086,0.087,0.089,0.089,0.089,0.087
16:40:00,37,0.086,0.087,0.089,0.093,0.087,0.088,0.088,0.087,0.087,0.087,0.086,0.086,0.09,0.088,0.091,0.088,0.086,0.087,0.088,0.088,0.091,0.09,0.09,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.089,0.086,0.087,0.086,0.088,0.089,0.091,0.092,0.09,0.087,0.089,0.087,0.09,0.093,0.092,0.091,0.09,0.088,0.122,0.136,0.135,0.132,0.139,0.113,0.118,0.126,0.531,0.569,0.509,0.517,0.55,0.433,0.425,0.58,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.087
17:00:00,37,0.086,0.088,0.089,0.094,0.087,0.088,0.087,0.087,0.087,0.087,0.087,0.086,0.09,0.088,0.091,0.088,0.086,0.087,0.088,0.088,0.091,0.09,0.09,0.087,0.086,0.087,0.087,0.088,0.091,0.091,0.089,0.087,0.086,0.087,0.088,0.089,0.091,0.092,0.09,0.087,0.09,0.087,0.09,0.092,0.093,0.091,0.09,0.088,0.133,0.142,0.139,0.133,0.139,0.117,0.122,0.136,0.53,0.57,0.509,0.517,0.548,0.433,0.425,0.581,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.088
17:20:00,37,0.086,0.087,0.09,0.094,0.088,0.088,0.087,0.088,0.086,0.087,0.087,0.086,0.09,0.088,0.091,0.088,0.087,0.087,0.088,0.088,0.091,0.09,0.09,0.088,0.086,0.087,0.086,0.088,0.091,0.091,0.089,0.087,0.087,0.086,0.089,0.089,0.091,0.091,0.09,0.087,0.09,0.087,0.089,0.093,0.093,0.091,0.09,0.088,0.143,0.146,0.143,0.134,0.138,0.122,0.127,0.15,0.531,0.565,0.507,0.517,0.546,0.431,0.426,0.581,0.088,0.087,0.087,0.087,0.089,0.089,0.09,0.088
17:40:00,36.9,0.086,0.087,0.089,0.094,0.087,0.088,0.087,0.088,0.087,0.087,0.086,0.086,0.09,0.088,0.091,0.088,0.086,0.087,0.088,0.089,0.091,0.09,0.09,0.087,0.086,0.087,0.087,0.088,0.091,0.091,0.089,0.087,0.087,0.087,0.089,0.089,0.091,0.091,0.09,0.087,0.09,0.086,0.09,0.092,0.093,0.091,0.09,0.088,0.158,0.156,0.15,0.135,0.139,0.129,0.133,0.165,0.531,0.572,0.509,0.515,0.548,0.427,0.422,0.577,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.088
18:00:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.09,0.088,0.091,0.088,0.087,0.087,0.088,0.088,0.091,0.09,0.09,0.088,0.086,0.087,0.086,0.088,0.091,0.091,0.089,0.087,0.087,0.087,0.089,0.089,0.091,0.091,0.089,0.087,0.091,0.087,0.09,0.092,0.094,0.091,0.089,0.088,0.175,0.169,0.157,0.138,0.138,0.136,0.141,0.184,0.526,0.568,0.508,0.514,0.542,0.424,0.422,0.575,0.088,0.087,0.087,0.087,0.09,0.089,0.09,0.088
18:20:00,37,0.086,0.087,0.089,0.094,0.088,0.088,0.087,0.088,0.087,0.087,0.086,0.086,0.09,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.09,0.089,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.088,0.087,0.087,0.087,0.088,0.089,0.09,0.091,0.089,0.087,0.091,0.086,0.089,0.092,0.093,0.091,0.089,0.088,0.197,0.183,0.166,0.139,0.138,0.146,0.151,0.208,0.522,0.571,0.508,0.513,0.543,0.425,0.421,0.574,0.088,0.086,0.087,0.087,0.09,0.089,0.09,0.088
18:40:00,37,0.086,0.088,0.09,0.094,0.088,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.09,0.088,0.09,0.088,0.087,0.087,0.088,0.088,0.092,0.089,0.089,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.089,0.087,0.087,0.087,0.089,0.089,0.091,0.091,0.089,0.087,0.092,0.087,0.089,0.092,0.094,0.091,0.089,0.088,0.221,0.202,0.178,0.143,0.139,0.159,0.163,0.235,0.526,0.574,0.509,0.512,0.541,0.422,0.421,0.569,0.088,0.087,0.087,0.088,0.09,0.089,0.09,0.088
19:00:00,37,0.086,0.088,0.09,0.094,0.088,0.088,0.087,0.088,0.087,0.087,0.087,0.086,0.09,0.087,0.09,0.088,0.086,0.087,0.088,0.088,0.091,0.09,0.089,0.087,0.086,0.087,0.087,0.088,0.091,0.091,0.088,0.087,0.086,0.087,0.088,0.089,0.09,0.091,0.088,0.087,0.092,0.087,0.09,0.092,0.094,0.091,0.09,0.088,0.249,0.222,0.19,0.148,0.14,0.174,0.177,0.267,0.52,0.572,0.509,0.51,0.541,0.422,0.42,0.571,0.088,0.086,0.087,0.087,0.09,0.089,0.09,0.089
19:20:00,37,0.086,0.088,0.09,0.094,0.088,0.088,0.088,0.088,0.087,0.087,0.087,0.087,0.09,0.087,0.09,0.088,0.087,0.088,0.089,0.088,0.091,0.09,0.089,0.088,0.086,0.087,0.087,0.088,0.091,0.091,0.089,0.087,0.087,0.087,0.089,0.089,0.091,0.091,0.089,0.088,0.093,0.087,0.09,0.092,0.094,0.091,0.089,0.088,0.28,0.245,0.206,0.154,0.142,0.192,0.193,0.3,0.522,0.578,0.51,0.51,0.536,0.42,0.421,0.569,0.089,0.087,0.087,0.088,0.09,0.089,0.09,0.088
19:40:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.089,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.088,0.086,0.087,0.086,0.088,0.091,0.09,0.088,0.086,0.086,0.087,0.088,0.089,0.09,0.091,0.089,0.087,0.092,0.086,0.089,0.092,0.094,0.091,0.089,0.087,0.309,0.271,0.222,0.16,0.142,0.21,0.211,0.329,0.518,0.571,0.51,0.508,0.54,0.417,0.422,0.569,0.088,0.087,0.087,0.087,0.089,0.089,0.089,0.089
20:00:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.089,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.086,0.087,0.091,0.09,0.088,0.087,0.087,0.087,0.088,0.088,0.09,0.091,0.089,0.087,0.093,0.086,0.089,0.092,0.095,0.09,0.089,0.088,0.336,0.298,0.242,0.168,0.144,0.23,0.232,0.36,0.517,0.576,0.511,0.508,0.538,0.417,0.421,0.565,0.089,0.086,0.087,0.087,0.089,0.089,0.089,0.089
20:20:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.088,0.088,0.086,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.088,0.086,0.087,0.086,0.088,0.09,0.09,0.088,0.087,0.086,0.086,0.088,0.088,0.09,0.091,0.089,0.087,0.094,0.086,0.089,0.092,0.096,0.091,0.089,0.088,0.36,0.327,0.264,0.178,0.146,0.253,0.254,0.389,0.518,0.576,0.512,0.508,0.536,0.418,0.42,0.563,0.088,0.089,0.087,0.087,0.089,0.089,0.089,0.088
20:40:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.085,0.087,0.086,0.087,0.091,0.091,0.088,0.086,0.087,0.087,0.088,0.089,0.09,0.091,0.089,0.087,0.094,0.086,0.089,0.092,0.097,0.091,0.089,0.087,0.385,0.352,0.286,0.187,0.149,0.276,0.277,0.418,0.517,0.579,0.51,0.506,0.537,0.415,0.42,0.563,0.088,0.088,0.087,0.087,0.089,0.089,0.089,0.088
21:00:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.087,0.087,0.087,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.086,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.089,0.086,0.086,0.086,0.088,0.089,0.091,0.091,0.089,0.087,0.095,0.086,0.089,0.092,0.098,0.091,0.089,0.087,0.406,0.375,0.309,0.198,0.151,0.301,0.301,0.444,0.513,0.576,0.514,0.509,0.536,0.415,0.421,0.559,0.088,0.086,0.087,0.087,0.089,0.089,0.09,0.088
21:20:00,37,0.086,0.087,0.089,0.094,0.087,0.088,0.087,0.087,0.086,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.086,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.086,0.087,0.09,0.09,0.088,0.086,0.086,0.086,0.088,0.088,0.09,0.091,0.089,0.087,0.096,0.086,0.089,0.091,0.1,0.091,0.089,0.087,0.427,0.396,0.333,0.21,0.153,0.324,0.327,0.461,0.512,0.581,0.516,0.507,0.536,0.415,0.42,0.555,0.088,0.087,0.087,0.087,0.09,0.089,0.089,0.088
21:40:00,36.9,0.086,0.087,0.09,0.094,0.087,0.088,0.087,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.086,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.086,0.088,0.09,0.091,0.088,0.086,0.086,0.086,0.088,0.088,0.09,0.091,0.089,0.087,0.097,0.086,0.089,0.092,0.102,0.091,0.089,0.087,0.433,0.419,0.356,0.223,0.156,0.343,0.349,0.472,0.509,0.579,0.512,0.508,0.535,0.413,0.422,0.554,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.088
22:00:00,37,0.086,0.088,0.09,0.094,0.088,0.089,0.088,0.088,0.087,0.087,0.087,0.086,0.09,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.09,0.089,0.088,0.086,0.087,0.086,0.088,0.091,0.091,0.088,0.086,0.086,0.087,0.088,0.088,0.091,0.091,0.089,0.087,0.098,0.087,0.089,0.092,0.105,0.091,0.089,0.088,0.433,0.429,0.372,0.236,0.159,0.36,0.369,0.474,0.511,0.582,0.516,0.506,0.537,0.415,0.419,0.553,0.088,0.086,0.087,0.087,0.09,0.089,0.09,0.088
22:20:00,37,0.086,0.088,0.089,0.094,0.088,0.088,0.088,0.087,0.087,0.087,0.086,0.087,0.09,0.087,0.09,0.088,0.086,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.086,0.088,0.091,0.091,0.088,0.087,0.086,0.087,0.088,0.089,0.09,0.091,0.089,0.087,0.1,0.087,0.089,0.092,0.11,0.091,0.089,0.088,0.446,0.431,0.383,0.247,0.161,0.37,0.376,0.471,0.508,0.582,0.517,0.507,0.535,0.412,0.42,0.551,0.088,0.087,0.087,0.087,0.09,0.089,0.09,0.088
22:40:00,36.9,0.086,0.087,0.089,0.094,0.088,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.086,0.088,0.09,0.091,0.088,0.086,0.086,0.087,0.088,0.089,0.09,0.091,0.089,0.087,0.104,0.086,0.089,0.092,0.116,0.09,0.089,0.087,0.458,0.432,0.387,0.255,0.165,0.371,0.378,0.472,0.509,0.585,0.521,0.506,0.537,0.416,0.424,0.546,0.088,0.086,0.087,0.087,0.09,0.089,0.09,0.088
23:00:00,37,0.086,0.088,0.089,0.094,0.087,0.088,0.087,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.086,0.086,0.088,0.09,0.09,0.088,0.086,0.086,0.087,0.088,0.088,0.09,0.09,0.088,0.087,0.106,0.086,0.089,0.092,0.124,0.09,0.089,0.087,0.471,0.435,0.392,0.264,0.168,0.37,0.379,0.47,0.507,0.583,0.518,0.506,0.537,0.414,0.422,0.546,0.089,0.086,0.087,0.087,0.089,0.089,0.09,0.088
23:20:00,37,0.086,0.087,0.09,0.094,0.087,0.088,0.088,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.089,0.088,0.087,0.088,0.088,0.088,0.091,0.089,0.09,0.088,0.085,0.087,0.086,0.087,0.09,0.09,0.088,0.086,0.086,0.086,0.088,0.088,0.09,0.091,0.089,0.087,0.11,0.086,0.089,0.092,0.133,0.091,0.089,0.087,0.441,0.439,0.395,0.271,0.171,0.372,0.385,0.47,0.506,0.586,0.521,0.506,0.538,0.415,0.423,0.547,0.088,0.086,0.087,0.087,0.089,0.089,0.089,0.088
23:40:00,37,0.087,0.088,0.09,0.094,0.088,0.088,0.087,0.088,0.087,0.087,0.086,0.086,0.089,0.087,0.089,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.087,0.086,0.087,0.087,0.088,0.091,0.09,0.088,0.086,0.086,0.087,0.088,0.089,0.09,0.091,0.089,0.087,0.117,0.087,0.089,0.092,0.144,0.091,0.089,0.088,0.431,0.443,0.398,0.278,0.174,0.372,0.386,0.468,0.5,0.583,0.517,0.505,0.538,0.414,0.424,0.543,0.089,0.089,0.087,0.087,0.09,0.089,0.09,0.088
24:00:00,37,0.086,0.087,0.089,0.094,0.088,0.088,0.088,0.088,0.087,0.087,0.087,0.086,0.09,0.087,0.09,0.088,0.087,0.087,0.088,0.088,0.091,0.089,0.089,0.088,0.086,0.087,0.086,0.088,0.091,0.091,0.088,0.087,0.087,0.087,0.088,0.089,0.091,0.09,0.089,0.087,0.125,0.086,0.089,0.093,0.155,0.091,0.089,0.088,0.43,0.446,0.401,0.285,0.178,0.371,0.387,0.466,0.503,0.584,0.519,0.505,0.538,0.415,0.424,0.541,0.088,0.088,0.087,0.087,0.09,0.089,0.09,0.088
