"Time","death rate"
1,0.00303951367781155
2,0.00304878048780488
3,0.0152905198776758
4,0.0248447204968944
5,0
6,0
7,0
8,0
9,0
10,0.00318471337579618
11,0
12,0
13,0.00638977635782748
14,0
15,0.00321543408360129
16,0
17,0
18,0
19,0
20,0.00320512820512821
21,0.022508038585209
22,0.00986842105263158
23,0.0398671096345515
24,0.0242214532871972
25,0.0177304964539007
26,0.0288808664259928
27,0.00743494423791822
28,0.03690036900369
29,0.0229885057471264
30,0
31,0.00784313725490196
32,0.00389105058365759
33,0.00390625
34,0.00392156862745098
35,0.0118110236220472
36,0.0199203187250996
37,0.0203252032520325
38,0.00829875518672199
39,0.0125523012552301
40,0.0211864406779661
41,0
42,0.024896265560166
43,0.0212765957446809
44,0.0434782608695652
45,0.0136363636363636
46,0.032258064516129
47,0.0523809523809524
48,0.0201005025125628
49,0.0307692307692308
50,0.0211640211640212
51,0.0378378378378378
52,0.0280898876404494
53,0.0578034682080925
54,0.0368098159509202
55,0.0382165605095541
56,0.0264900662251656
57,0.00680272108843537
58,0.0205479452054795
59,0.020979020979021
60,0.0357142857142857
61,0.0148148148148148
62,0.0075187969924812
63,0.0227272727272727
64,0.0155038759689922
65,0
66,0.0551181102362205
67,0.05
68,0.0087719298245614
69,0.00884955752212389
70,0.0267857142857143
71,0.00917431192660551
72,0.037037037037037
73,0
74,0.0192307692307692
75,0.00980392156862745
76,0.0099009900990099
77,0.01
78,0.0202020202020202
79,0.0412371134020619
80,0.010752688172043
81,0.0326086956521739
82,0
83,0.0224719101123595
84,0.0229885057471264
85,0
86,0
87,0.0117647058823529
88,0.0238095238095238
89,0
90,0.0121951219512195
91,0.0246913580246914
92,0.0126582278481013
93,0.0128205128205128
94,0.025974025974026
95,0.04
96,0.0416666666666667
97,0.0144927536231884
98,0.0147058823529412
99,0.0149253731343284
100,0.0303030303030303
101,0
102,0.015625
103,0
104,0.0158730158730159
105,0
106,0
107,0.0161290322580645
108,0
109,0.0163934426229508
110,0.0333333333333333
111,0
112,0
113,0.0689655172413793
114,0.0185185185185185
115,0
116,0
117,0.0188679245283019
118,0
119,0.0192307692307692
120,0
121,0
122,0.0392156862745098
123,0.0204081632653061
124,0
125,0.0208333333333333
126,0
127,0
128,0
129,0.0212765957446809
130,0
131,0
132,0
133,0
134,0.0217391304347826
135,0
136,0.0222222222222222
137,0.0227272727272727
138,0.0232558139534884
139,0
140,0
141,0
142,0.0238095238095238
143,0.024390243902439
144,0
145,0.025
146,0
147,0
148,0.0512820512820513
149,0.027027027027027
150,0
151,0
152,0
153,0.0277777777777778
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0.0285714285714286
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0.0294117647058824
171,0.0303030303030303
172,0
173,0.0625
174,0.0666666666666667
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0.0357142857142857
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0.037037037037037
195,0
196,0
197,0
198,0.0384615384615385
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0.04
209,0.0416666666666667
210,0
211,0
212,0
213,0.0434782608695652
214,0
215,0
216,0.0454545454545455
217,0
218,0
219,0
220,0
221,0.0952380952380952
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0.0526315789473684
231,0
232,0
233,0
234,0.111111111111111
235,0.0625
236,0
237,0
238,0
239,0.133333333333333
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0.0769230769230769
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0.0833333333333333
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0.0909090909090909
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0.1
334,1
335,NA
336,NA
337,NA
338,NA
339,NA
340,NA
341,NA
342,NA
343,NA
344,NA
345,NA
346,NA
347,NA
348,NA
349,NA
