"Time","death rate"
1,0.00576368876080692
2,0.00579710144927536
3,0.00583090379008746
4,0.00586510263929619
5,0.00589970501474926
6,0.0148367952522255
7,0.00301204819277108
8,0.00906344410876133
9,0.00304878048780488
10,0.00917431192660551
11,0.00617283950617284
12,0.0031055900621118
13,0.00623052959501558
14,0.00313479623824451
15,0.00314465408805031
16,0.00946372239747634
17,0.00636942675159236
18,0
19,0
20,0.016025641025641
21,0
22,0.00651465798045603
23,0.00655737704918033
24,0.0099009900990099
25,0.00666666666666667
26,0.0134228187919463
27,0.0102040816326531
28,0
29,0
30,0
31,0.013745704467354
32,0
33,0.00348432055749129
34,0.00699300699300699
35,0.0176056338028169
36,0.010752688172043
37,0.0253623188405797
38,0.0297397769516729
39,0.0114942528735632
40,0.00387596899224806
41,0.0116731517509728
42,0.0196850393700787
43,0.0281124497991968
44,0.012396694214876
45,0.0209205020920502
46,0.0170940170940171
47,0.0217391304347826
48,0.0177777777777778
49,0.0226244343891403
50,0.0185185185185185
51,0.0235849056603774
52,0.0338164251207729
53,0.03
54,0.0257731958762887
55,0.0211640211640212
56,0.0324324324324324
57,0.0167597765363128
58,0.0340909090909091
59,0.0176470588235294
60,0.0239520958083832
61,0.0245398773006135
62,0.0125786163522013
63,0.00636942675159236
64,0.0128205128205128
65,0.0194805194805195
66,0.00662251655629139
67,0.0133333333333333
68,0.00675675675675676
69,0.0204081632653061
70,0
71,0.0138888888888889
72,0.0211267605633803
73,0.0215827338129496
74,0.00735294117647059
75,0.00740740740740741
76,0.00746268656716418
77,0.0451127819548872
78,0.0236220472440945
79,0.0161290322580645
80,0
81,0
82,0
83,0.0163934426229508
84,0.0166666666666667
85,0.0169491525423729
86,0.0172413793103448
87,0.0263157894736842
88,0.018018018018018
89,0.00917431192660551
90,0.0277777777777778
91,0
92,0
93,0.00952380952380952
94,0
95,0.0192307692307692
96,0.0196078431372549
97,0.01
98,0
99,0.0101010101010101
100,0
101,0
102,0.0204081632653061
103,0
104,0
105,0.03125
106,0.021505376344086
107,0
108,0.043956043956044
109,0.0229885057471264
110,0.0117647058823529
111,0.0119047619047619
112,0
113,0.0120481927710843
114,0.024390243902439
115,0.025
116,0
117,0
118,0.0128205128205128
119,0.038961038961039
120,0
121,0.027027027027027
122,0.0277777777777778
123,0.0142857142857143
124,0.0434782608695652
125,0.0151515151515152
126,0.0153846153846154
127,0
128,0.015625
129,0
130,0.0317460317460317
131,0
132,0
133,0.0163934426229508
134,0.0166666666666667
135,0
136,0.0169491525423729
137,0.0172413793103448
138,0
139,0
140,0
141,0
142,0
143,0
144,0.0175438596491228
145,0
146,0
147,0.0178571428571429
148,0.0181818181818182
149,0.0185185185185185
150,0.0188679245283019
151,0
152,0
153,0.0192307692307692
154,0.0196078431372549
155,0
156,0.04
157,0.0208333333333333
158,0
159,0.0425531914893617
160,0.0222222222222222
161,0
162,0
163,0
164,0
165,0
166,0.0227272727272727
167,0
168,0.0232558139534884
169,0.0238095238095238
170,0
171,0
172,0
173,0
174,0
175,0.024390243902439
176,0
177,0
178,0
179,0
180,0.025
181,0.0256410256410256
182,0
183,0
184,0
185,0
186,0.0263157894736842
187,0
188,0.027027027027027
189,0.0277777777777778
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0.0285714285714286
199,0
200,0.0294117647058824
201,0
202,0
203,0
204,0.0303030303030303
205,0
206,0
207,0
208,0
209,0.03125
210,0
211,0
212,0
213,0.032258064516129
214,0
215,0.0333333333333333
216,0
217,0
218,0.0344827586206897
219,0.0357142857142857
220,0
221,0
222,0
223,0.037037037037037
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0.0384615384615385
232,0
233,0
234,0
235,0.04
236,0
237,0
238,0
239,0
240,0
241,0
242,0.0416666666666667
243,0
244,0
245,0.0434782608695652
246,0.0454545454545455
247,0
248,0
249,0.0476190476190476
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0.05
263,0
264,0
265,0
266,0
267,0
268,0
269,0.0526315789473684
270,0.0555555555555556
271,0.0588235294117647
272,0
273,0
274,0
275,0
276,0.0625
277,0
278,0
279,0
280,0
281,0
282,0.0666666666666667
283,0
284,0
285,0
286,0
287,0.0714285714285714
288,0.0769230769230769
289,0
290,0
291,0.25
292,0.222222222222222
293,0
294,0.142857142857143
295,0
296,0.666666666666667
297,1
298,NA
299,NA
300,NA
301,NA
302,NA
303,NA
304,NA
305,NA
306,NA
307,NA
308,NA
309,NA
310,NA
311,NA
312,NA
313,NA
314,NA
315,NA
316,NA
317,NA
318,NA
319,NA
320,NA
321,NA
322,NA
323,NA
324,NA
325,NA
326,NA
327,NA
328,NA
329,NA
330,NA
331,NA
332,NA
333,NA
334,NA
335,NA
336,NA
337,NA
338,NA
339,NA
340,NA
341,NA
342,NA
343,NA
344,NA
345,NA
346,NA
347,NA
348,NA
