"Time","death rate"
1,0
2,0.0131578947368421
3,0.00444444444444444
4,0.00892857142857143
5,0.0045045045045045
6,0.00904977375565611
7,0
8,0
9,0.0136986301369863
10,0.0138888888888889
11,0.00469483568075117
12,0.00471698113207547
13,0.00947867298578199
14,0.00478468899521531
15,0.00476190476190476
16,0.0143540669856459
17,0.00485436893203883
18,0.00975609756097561
19,0.0147783251231527
20,0.01
21,0.00505050505050505
22,0.0050761421319797
23,0.0102040816326531
24,0.00515463917525773
25,0.0153846153846154
26,0.015625
27,0.0264550264550265
28,0.0217391304347826
29,0.0222222222222222
30,0
31,0.0227272727272727
32,0.0116279069767442
33,0.0294117647058824
34,0.0545454545454545
35,0.0256410256410256
36,0.0394736842105263
37,0.0136986301369863
38,0.0208333333333333
39,0.0283687943262411
40,0.0145985401459854
41,0.00740740740740741
42,0
43,0.00746268656716418
44,0.0225563909774436
45,0.0230769230769231
46,0.0393700787401575
47,0.0327868852459016
48,0.0169491525423729
49,0.0258620689655172
50,0.0176991150442478
51,0.036036036036036
52,0
53,0.0467289719626168
54,0.0294117647058824
55,0.0404040404040404
56,0.0105263157894737
57,0.0106382978723404
58,0.010752688172043
59,0.0108695652173913
60,0.043956043956044
61,0.0114942528735632
62,0.0116279069767442
63,0.0117647058823529
64,0
65,0.0476190476190476
66,0.0125
67,0
68,0.0126582278481013
69,0.0128205128205128
70,0.012987012987013
71,0.0263157894736842
72,0.0135135135135135
73,0.0410958904109589
74,0.0142857142857143
75,0
76,0.0434782608695652
77,0.0151515151515152
78,0.0307692307692308
79,0
80,0.0634920634920635
81,0.0169491525423729
82,0.0344827586206897
83,0.0178571428571429
84,0.0181818181818182
85,0
86,0.0185185185185185
87,0.0188679245283019
88,0
89,0
90,0.0576923076923077
91,0.0204081632653061
92,0
93,0.0208333333333333
94,0.0212765957446809
95,0
96,0
97,0
98,0.0217391304347826
99,0.0444444444444444
100,0
101,0
102,0
103,0.0232558139534884
104,0
105,0
106,0
107,0
108,0.0476190476190476
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0.025
117,0.0256410256410256
118,0.0263157894736842
119,0
120,0
121,0
122,0
123,0.0540540540540541
124,0
125,0
126,0
127,0.0285714285714286
128,0.0294117647058824
129,0
130,0
131,0.0303030303030303
132,0
133,0.03125
134,0
135,0
136,0
137,0.032258064516129
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0.0333333333333333
151,0
152,0
153,0
154,0.0344827586206897
155,0
156,0
157,0
158,0.0357142857142857
159,0
160,0
161,0
162,0
163,0
164,0
165,0.037037037037037
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0.0384615384615385
177,0
178,0
179,0.04
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0.0833333333333333
188,0.0454545454545455
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0.0476190476190476
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0.05
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0.0526315789473684
250,0.0555555555555556
251,0.0588235294117647
252,0.0625
253,0.0666666666666667
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0.0714285714285714
274,0
275,0
276,0.153846153846154
277,0
278,0
279,0
280,0
281,0.181818181818182
282,0
283,0
284,0
285,0.222222222222222
286,0
287,0.142857142857143
288,0
289,0
290,0.166666666666667
291,0.2
292,0.25
293,0
294,0
295,0.666666666666667
296,0
297,1
298,NA
299,NA
300,NA
301,NA
302,NA
303,NA
304,NA
305,NA
306,NA
307,NA
308,NA
309,NA
310,NA
311,NA
312,NA
313,NA
314,NA
315,NA
316,NA
317,NA
318,NA
319,NA
320,NA
321,NA
322,NA
323,NA
324,NA
325,NA
326,NA
327,NA
328,NA
329,NA
330,NA
331,NA
332,NA
333,NA
334,NA
335,NA
336,NA
337,NA
338,NA
339,NA
340,NA
341,NA
342,NA
343,NA
344,NA
345,NA
346,NA
347,NA
348,NA
