dataset,organism,state,state_numeric,drug,dose_value,dose_unit,dose_xmic,unit_group,n0_log10,time_days,y_log10,censored,limit_log10,notes,isolate_index,sample_id,mpn_raw,MIC_INH,MIC_RIF,INH-Suceptibility,Time_to_0.4,Time_point,Tolerant_level_D5_15,Tolerant_level_D5_60
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_069_age15d,5.785329835010767,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,69,IR69,230.0,,,IR,8.0,0M,Low,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_070_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,70,IR70,230000.0,,,IR,19.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_070_age15d,5.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,70,IR70,2300.0,,,IR,19.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_070_age15d,5.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,70,IR70,23000.0,,,IR,19.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_071_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,71,IR71,230000.0,,,IR,19.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_071_age15d,5.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,71,IR71,2300.0,,,IR,19.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_071_age15d,5.361727836017593,5.0,4.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,71,IR71,61000.0,,,IR,19.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_072_age15d,3.785329835010767,0.0,3.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,72,IR72,6100.0,,,IR,36.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_072_age15d,3.785329835010767,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,72,IR72,2300.0,,,IR,36.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_072_age15d,3.785329835010767,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,72,IR72,230.0,,,IR,36.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_073_age15d,3.361727836017593,0.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,73,IR73,2300.0,,,IR,37.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_073_age15d,3.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,73,IR73,2300.0,,,IR,37.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_073_age15d,3.361727836017593,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,73,IR73,230.0,,,IR,37.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_074_age15d,4.361727836017593,0.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,74,IR74,23000.0,3.2,0.06,IR,19.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_074_age15d,4.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,74,IR74,2300.0,3.2,0.06,IR,19.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_074_age15d,4.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,74,IR74,23000.0,3.2,0.06,IR,19.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_075_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,75,IR75,230000.0,,,IR,19.0,1M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_075_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,75,IR75,23000.0,,,IR,19.0,1M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_075_age15d,5.361727836017593,5.0,3.113943352306837,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,75,IR75,1300.0,,,IR,19.0,1M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_076_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,76,IR76,230000.0,,,IR,19.0,18M,Low,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_076_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,76,IR76,23000.0,,,IR,19.0,18M,Low,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_076_age15d,5.361727836017593,5.0,,True,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit; at assay floor 23 MPN/mL,76,IR76,23.0,,,IR,19.0,18M,Low,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_077_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,77,IR77,230000.0,,,IR,19.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_077_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,77,IR77,23000.0,,,IR,19.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_077_age15d,5.361727836017593,5.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,77,IR77,2300.0,,,IR,19.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_078_age15d,7.361727836017593,0.0,7.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,78,IR78,23000000.0,,,IR,8.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_078_age15d,7.361727836017593,2.0,6.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,78,IR78,6100000.0,,,IR,8.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_078_age15d,7.361727836017593,5.0,6.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,78,IR78,6100000.0,,,IR,8.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_079_age15d,4.785329835010767,0.0,4.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,79,IR79,61000.0,,,IR,19.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_079_age15d,4.785329835010767,2.0,3.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,79,IR79,6100.0,,,IR,19.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_079_age15d,4.785329835010767,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,79,IR79,23000.0,,,IR,19.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_080_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,80,IR80,230000.0,,,IR,19.0,8M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_080_age15d,5.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,80,IR80,2300.0,,,IR,19.0,8M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_080_age15d,5.361727836017593,5.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,80,IR80,2300.0,,,IR,19.0,8M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_081_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,81,IR81,230000.0,6.4,0.12,IR,8.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_081_age15d,5.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,81,IR81,2300.0,6.4,0.12,IR,8.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_081_age15d,5.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,81,IR81,23000.0,6.4,0.12,IR,8.0,1M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_082_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,82,IR82,230000.0,3.2,0.06,IR,19.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_082_age15d,5.361727836017593,2.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,82,IR82,230.0,3.2,0.06,IR,19.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_082_age15d,5.361727836017593,5.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,82,IR82,2300.0,3.2,0.06,IR,19.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_083_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,83,IR83,230000.0,0.4,0.25,IR,19.0,12M,High,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_083_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,83,IR83,23000.0,0.4,0.25,IR,19.0,12M,High,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_083_age15d,5.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,83,IR83,23000.0,0.4,0.25,IR,19.0,12M,High,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_084_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,84,IR84,230000.0,,,IR,19.0,0M,High,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_084_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,84,IR84,23000.0,,,IR,19.0,0M,High,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_084_age15d,5.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,84,IR84,23000.0,,,IR,19.0,0M,High,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_085_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,85,IS1,2300000.0,0.05,0.06,IS,14.0,0M,Medium,
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_085_age15d,6.361727836017593,2.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,85,IS1,230000.0,0.05,0.06,IS,14.0,0M,Medium,
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_085_age15d,6.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,85,IS1,23000.0,0.05,0.06,IS,14.0,0M,Medium,
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_086_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,86,IS2,230000.0,0.05,0.06,IS,15.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_086_age15d,5.361727836017593,2.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,86,IS2,2300.0,0.05,0.06,IS,15.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_086_age15d,5.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,86,IS2,23000.0,0.05,0.06,IS,15.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_087_age15d,6.785329835010767,0.0,6.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,87,IS3,6100000.0,0.025,0.06,IS,31.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_087_age15d,6.785329835010767,2.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,87,IS3,230000.0,0.025,0.06,IS,31.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_087_age15d,6.785329835010767,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,87,IS3,23000.0,0.025,0.06,IS,31.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_088_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,88,IS4,2300000.0,0.025,0.12,IS,14.0,0M,Medium,
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_088_age15d,6.361727836017593,2.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,88,IS4,230000.0,0.025,0.12,IS,14.0,0M,Medium,
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_088_age15d,6.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,88,IS4,23000.0,0.025,0.12,IS,14.0,0M,Medium,
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_089_age15d,4.361727836017593,0.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,89,IS5,23000.0,0.025,0.5,IS,17.0,0M,Medium,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_089_age15d,4.361727836017593,2.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,89,IS5,230.0,0.025,0.5,IS,17.0,0M,Medium,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_089_age15d,4.361727836017593,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,89,IS5,230.0,0.025,0.5,IS,17.0,0M,Medium,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_090_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,90,IS6,230000.0,0.025,0.06,IS,21.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_090_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,90,IS6,23000.0,0.025,0.06,IS,21.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_090_age15d,5.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,90,IS6,23000.0,0.025,0.06,IS,21.0,0M,High,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_091_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,91,IS7,2300000.0,0.025,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_091_age15d,6.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,91,IS7,23000.0,0.025,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_091_age15d,6.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,91,IS7,23000.0,0.025,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_092_age15d,5.785329835010767,0.0,5.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,92,IS8,610000.0,0.025,0.06,IS,21.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_092_age15d,5.785329835010767,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,92,IS8,23000.0,0.025,0.06,IS,21.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_092_age15d,5.785329835010767,5.0,3.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,92,IS8,6100.0,0.025,0.06,IS,21.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_093_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,93,IS9,2300000.0,0.025,0.06,IS,21.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_093_age15d,6.361727836017593,2.0,4.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,93,IS9,61000.0,0.025,0.06,IS,21.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_093_age15d,6.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,93,IS9,23000.0,0.025,0.06,IS,21.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_094_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,94,IS10,230000.0,0.025,0.06,IS,15.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_094_age15d,5.361727836017593,2.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,94,IS10,230.0,0.025,0.06,IS,15.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_094_age15d,5.361727836017593,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,94,IS10,230.0,0.025,0.06,IS,15.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_095_age15d,4.785329835010767,0.0,4.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,95,IS11,61000.0,0.025,0.06,IS,21.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_095_age15d,4.785329835010767,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,95,IS11,23000.0,0.025,0.06,IS,21.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_095_age15d,4.785329835010767,5.0,3.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,95,IS11,6100.0,0.025,0.06,IS,21.0,0M,High,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_096_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,96,IS12,2300000.0,0.05,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_096_age15d,6.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,96,IS12,23000.0,0.05,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_096_age15d,6.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,96,IS12,23000.0,0.05,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_097_age15d,5.361727836017593,0.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,97,IS13,230000.0,0.025,0.06,IS,21.0,0M,Medium,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_097_age15d,5.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,97,IS13,23000.0,0.025,0.06,IS,21.0,0M,Medium,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_097_age15d,5.361727836017593,5.0,3.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,97,IS13,2300.0,0.025,0.06,IS,21.0,0M,Medium,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_098_age15d,7.361727836017593,0.0,7.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,98,IS14,23000000.0,0.025,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_098_age15d,7.361727836017593,2.0,5.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,98,IS14,230000.0,0.025,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_098_age15d,7.361727836017593,5.0,4.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,98,IS14,61000.0,0.025,0.06,IS,17.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_099_age15d,5.785329835010767,0.0,5.785329835010767,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,99,IS15,610000.0,0.025,0.06,IS,18.0,0M,Low,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_099_age15d,5.785329835010767,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,99,IS15,23000.0,0.025,0.06,IS,18.0,0M,Low,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_099_age15d,5.785329835010767,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,99,IS15,230.0,0.025,0.06,IS,18.0,0M,Low,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_100_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,100,IS16,2300000.0,0.025,0.06,IS,15.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_100_age15d,6.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,100,IS16,23000.0,0.025,0.06,IS,15.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_100_age15d,6.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,100,IS16,23000.0,0.025,0.06,IS,15.0,0M,Medium,Medium
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_101_age15d,7.361727836017593,0.0,7.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,101,IS17,23000000.0,0.05,0.12,IS,17.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_101_age15d,7.361727836017593,2.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,101,IS17,23000.0,0.05,0.12,IS,17.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_101_age15d,7.361727836017593,5.0,4.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,101,IS17,23000.0,0.05,0.12,IS,17.0,0M,Medium,High
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_102_age15d,6.361727836017593,0.0,6.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,102,IS18,2300000.0,0.05,0.06,IS,15.0,0M,Low,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_102_age15d,6.361727836017593,2.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,102,IS18,230.0,0.05,0.06,IS,15.0,0M,Low,Low
vijay2024_elife93243,M. tuberculosis,culture_age_15d,15.0,rifampicin,,,,vijay_102_age15d,6.361727836017593,5.0,2.361727836017593,False,1.3617278360175928,MPN/mL; RIF concentration not recorded in deposit,102,IS18,230.0,0.05,0.06,IS,15.0,0M,Low,Low
