assumed_floor_per_ml,n_short_of_4_logs,pct_short_of_4_logs,n_readings_at_this_floor
3.0,28,12.903225806451612,0
3.6,28,12.903225806451612,0
7.2,33,15.2073732718894,0
9.2,33,15.2073732718894,0
15.0,33,15.2073732718894,0
21.0,33,15.2073732718894,0
23.0,33,15.2073732718894,18
