arm,n_labs_with_killing,rate_min,rate_max,rate_fold_range,labs_reaching_limit,labs_total
INH 10x MIC,4,0.03643281203459844,0.26012471405265425,7.139847283971018,3,6
INH 1x MIC,4,0.005996407964789675,0.2696390320165773,44.96675903305304,3,6
MXF 10x MIC,6,0.09002565465754225,0.46436684168711023,5.158161231413007,3,6
MXF 1x MIC,1,0.002810816817745903,0.002810816817745903,,2,6
