n,acme,acme_lo,acme_hi,ade,ade_lo,ade_hi,total,prop_mediated,n_boot_used,stratum
203,0.1655072548878738,0.06535468263271978,0.27770914955895853,0.09079526612053111,-0.11343770953868672,0.2964281552641199,0.2563025210084025,0.6457496174313786,5000,all isolates with an ordered label
185,0.22724905120682828,0.11772568204637263,0.3480480232698246,0.008441184483406904,-0.19712591590428533,0.20846038440423448,0.23569023569023584,0.9641852601203994,5000,FLOORED ISOLATES REMOVED
