stratum,n,total_c,total_ci_low,total_ci_high,ade_c_prime,ade_ci_low,ade_ci_high,acme,acme_ci_low,acme_ci_high,prop_mediated,acme_ci_excludes_zero,ade_ci_excludes_zero,total_ci_excludes_zero,a_x_to_m,b_m_to_y,attenuation_vs_total
all_IS_IR,203,0.2563025210084025,0.08651441594316411,0.4250781561307343,0.09079526612053111,-0.11586167733333236,0.2873838251716774,0.16550725488787185,0.0670303491673109,0.2789305646408524,0.645749617431371,True,False,True,-0.8498503338923304,-0.194748708434161,0.6457496174313692
baseline_0M,168,0.22569027611044415,0.03787695621593101,0.40949983846115606,0.06704045733301117,-0.15671188259881233,0.29369760533550854,0.158649818777433,0.052947326531199435,0.29472898840697476,0.7029537183063921,True,False,True,-0.8175014664888893,-0.1940667084779954,0.702953718306392
