institute,arm,replicate,time,flagged_volume_ul,flagged_limit_log10,best_quantified_log10,contradicted
D,MXF 10X MIC,2,21.0,2.5,2.6020599913279625,4.0,True
D,MXF 10X MIC,3,0.0,2.5,2.6020599913279625,4.73239375982297,True
D,MXF 1X MIC,1,14.0,2.5,2.6020599913279625,5.90308998699194,True
D,MXF 1X MIC,2,14.0,2.5,2.6020599913279625,5.91381385238372,True
D,MXF 1X MIC,2,21.0,2.5,2.6020599913279625,7.04921802267018,True
D,untreated,1,2.0,2.5,2.6020599913279625,5.44715803134222,True
D,untreated,3,14.0,2.5,2.6020599913279625,6.04139268515823,True
E,MXF 10X MIC,3,3.0,2.5,2.6020599913279625,4.64345267648619,True
F,INH 10X MIC,2,7.0,10.0,2.0,3.11394335230684,True
F,INH 10X MIC,3,7.0,10.0,2.0,3.14612803567824,True
F,INH 1X MIC,1,10.0,10.0,2.0,3.95424250943932,True
F,INH 1X MIC,2,10.0,10.0,2.0,3.90308998699194,True
F,INH 1X MIC,3,10.0,10.0,2.0,3.84509804001426,True
F,MXF 10X MIC,1,21.0,10.0,2.0,2.41497334797082,True
F,MXF 10X MIC,1,21.0,2.5,2.6020599913279625,2.41497334797082,False
F,MXF 10X MIC,3,21.0,10.0,2.0,2.30102999566398,True
F,MXF 1X MIC,1,1.0,2.5,2.6020599913279625,6.88081359228079,True
F,MXF 1X MIC,2,1.0,2.5,2.6020599913279625,6.70757017609794,True
F,MXF 1X MIC,3,1.0,2.5,2.6020599913279625,6.50514997831991,True
