unit_group,time_days,plated_volume_uL,limit_log10,observed_blank,observed_y_log10,predicted_p_blank,mu_median,mu_q05,mu_q95,fold
era4tb_B_MXF10x_r3,10.0,10.0,2.0,1,,0.8728486423740536,0.8231718859712394,-0.09425092108764532,1.446023178931639,in-sample
era4tb_B_MXF10x_r3,10.0,10.0,2.0,1,,0.8728486423740536,0.8231718859712394,-0.09425092108764532,1.446023178931639,in-sample
era4tb_B_MXF10x_r3,10.0,2.5,2.6020599913279625,1,,0.959238690883848,0.8231718859712394,-0.09425092108764532,1.446023178931639,in-sample
era4tb_B_MXF10x_r3,14.0,100.0,1.0,1,,0.7530339372012251,-0.0634499396287409,-1.3760752225192616,1.2193545490862017,in-sample
era4tb_B_MXF10x_r3,14.0,10.0,2.0,1,,0.9427800635839236,-0.0634499396287409,-1.3760752225192616,1.2193545490862017,in-sample
era4tb_B_MXF10x_r3,14.0,10.0,2.0,1,,0.9427800635839236,-0.0634499396287409,-1.3760752225192616,1.2193545490862017,in-sample
era4tb_B_MXF10x_r3,14.0,2.5,2.6020599913279625,1,,0.9826723007706932,-0.0634499396287409,-1.3760752225192616,1.2193545490862017,in-sample
era4tb_B_MXF1x_r1,1.0,100.0,1.0,0,3.70757017609794,0.0204853757959277,3.6343090685790527,3.3042488438752677,3.8330375416200835,in-sample
era4tb_B_MXF1x_r1,1.0,10.0,2.0,0,3.7481880270062,0.02369608528872485,3.6343090685790527,3.3042488438752677,3.8330375416200835,in-sample
era4tb_B_MXF1x_r1,1.0,10.0,2.0,0,3.60205999132796,0.02369608528872485,3.6343090685790527,3.3042488438752677,3.8330375416200835,in-sample
era4tb_B_MXF1x_r1,1.0,2.5,2.6020599913279625,0,3.44715803134222,0.05815590574193857,3.6343090685790527,3.3042488438752677,3.8330375416200835,in-sample
era4tb_B_MXF1x_r1,2.0,100.0,1.0,1,,0.020482455217268394,3.723590381135067,3.393563088409272,3.9641830556760635,in-sample
era4tb_B_MXF1x_r1,2.0,10.0,2.0,0,3.77815125038364,0.022671103196979663,3.723590381135067,3.393563088409272,3.9641830556760635,in-sample
era4tb_B_MXF1x_r1,2.0,10.0,2.0,0,3.95424250943932,0.022671103196979663,3.723590381135067,3.393563088409272,3.9641830556760635,in-sample
era4tb_B_MXF1x_r1,2.0,2.5,2.6020599913279625,0,3.90308998699194,0.04885671770488079,3.723590381135067,3.393563088409272,3.9641830556760635,in-sample
era4tb_B_MXF1x_r1,3.0,100.0,1.0,0,3.17609125905568,0.02048140128569569,3.7407415777754114,3.4039533769143477,3.9858158070096987,in-sample
era4tb_B_MXF1x_r1,3.0,10.0,2.0,0,3.84509804001426,0.022296399706653525,3.7407415777754114,3.4039533769143477,3.9858158070096987,in-sample
era4tb_B_MXF1x_r1,3.0,10.0,2.0,0,3.84509804001426,0.022296399706653525,3.7407415777754114,3.4039533769143477,3.9858158070096987,in-sample
era4tb_B_MXF1x_r1,3.0,2.5,2.6020599913279625,0,4.30102999566398,0.04553020400161611,3.7407415777754114,3.4039533769143477,3.9858158070096987,in-sample
era4tb_B_MXF1x_r1,7.0,100.0,1.0,0,3.7481880270062,0.020479814378678154,3.811145362357498,3.4746465556169777,4.221417997404565,in-sample
era4tb_B_MXF1x_r1,7.0,10.0,2.0,0,3.84509804001426,0.02163325057950923,3.811145362357498,3.4746465556169777,4.221417997404565,in-sample
era4tb_B_MXF1x_r1,7.0,10.0,2.0,0,3.69897000433602,0.02163325057950923,3.811145362357498,3.4746465556169777,4.221417997404565,in-sample
era4tb_B_MXF1x_r1,7.0,2.5,2.6020599913279625,0,3.7160033436348,0.03851350353194826,3.811145362357498,3.4746465556169777,4.221417997404565,in-sample
era4tb_B_MXF1x_r1,10.0,100.0,1.0,0,4.20411998265593,0.020478592710530354,4.30516467468832,4.053767583337888,4.598430141917702,in-sample
era4tb_B_MXF1x_r1,10.0,10.0,2.0,0,4.30102999566398,0.020514684760464735,4.30516467468832,4.053767583337888,4.598430141917702,in-sample
era4tb_B_MXF1x_r1,10.0,10.0,2.0,0,4.27875360095283,0.020514684760464735,4.30516467468832,4.053767583337888,4.598430141917702,in-sample
era4tb_B_MXF1x_r1,10.0,2.5,2.6020599913279625,0,4.20411998265593,0.022004244821156822,4.30516467468832,4.053767583337888,4.598430141917702,in-sample
era4tb_B_MXF1x_r1,14.0,100.0,1.0,0,4.39794000867204,0.020478586523831346,4.873098930660377,4.760417099572555,5.3477379328319685,in-sample
era4tb_B_MXF1x_r1,14.0,10.0,2.0,0,5.27875360095283,0.02047878380763213,4.873098930660377,4.760417099572555,5.3477379328319685,in-sample
era4tb_B_MXF1x_r1,14.0,10.0,2.0,0,5.30102999566398,0.02047878380763213,4.873098930660377,4.760417099572555,5.3477379328319685,in-sample
era4tb_B_MXF1x_r1,14.0,2.5,2.6020599913279625,0,5.60205999132796,0.020506534104556155,4.873098930660377,4.760417099572555,5.3477379328319685,in-sample
era4tb_B_MXF1x_r3,1.0,100.0,1.0,0,3.25527250510331,0.020484103742595402,3.5656940378187403,3.35483724280228,3.6975427403916856,in-sample
era4tb_B_MXF1x_r3,1.0,10.0,2.0,0,3.57978359661681,0.023927779687498162,3.5656940378187403,3.35483724280228,3.6975427403916856,in-sample
era4tb_B_MXF1x_r3,1.0,10.0,2.0,0,3.60205999132796,0.023927779687498162,3.5656940378187403,3.35483724280228,3.6975427403916856,in-sample
era4tb_B_MXF1x_r3,1.0,2.5,2.6020599913279625,0,3.20411998265592,0.06277575007010007,3.5656940378187403,3.35483724280228,3.6975427403916856,in-sample
era4tb_B_MXF1x_r3,2.0,100.0,1.0,0,3.6232492903979,0.02048295116889202,3.590054391576083,3.3758123630498003,3.8647229385691575,in-sample
era4tb_B_MXF1x_r3,2.0,10.0,2.0,0,3.69897000433602,0.02325531480048959,3.590054391576083,3.3758123630498003,3.8647229385691575,in-sample
era4tb_B_MXF1x_r3,2.0,10.0,2.0,0,3.60205999132796,0.02325531480048959,3.590054391576083,3.3758123630498003,3.8647229385691575,in-sample
era4tb_B_MXF1x_r3,2.0,2.5,2.6020599913279625,0,4.07918124604763,0.05590203694604125,3.590054391576083,3.3758123630498003,3.8647229385691575,in-sample
era4tb_B_MXF1x_r3,3.0,100.0,1.0,0,3.39794000867204,0.02048175003993385,3.6444880820543704,3.446412174077986,3.86277324416973,in-sample
era4tb_B_MXF1x_r3,3.0,10.0,2.0,0,3.90308998699194,0.022798974180188898,3.6444880820543704,3.446412174077986,3.86277324416973,in-sample
era4tb_B_MXF1x_r3,3.0,10.0,2.0,0,3.84509804001426,0.022798974180188898,3.6444880820543704,3.446412174077986,3.86277324416973,in-sample
era4tb_B_MXF1x_r3,3.0,2.5,2.6020599913279625,0,3.60205999132796,0.052045474358210324,3.6444880820543704,3.446412174077986,3.86277324416973,in-sample
era4tb_B_MXF1x_r3,7.0,100.0,1.0,0,3.38021124171161,0.020482409734884542,3.7319068805181232,3.4059468080041304,4.044552937403862,in-sample
era4tb_B_MXF1x_r3,7.0,10.0,2.0,0,3.77815125038364,0.022396844825458666,3.7319068805181232,3.4059468080041304,4.044552937403862,in-sample
era4tb_B_MXF1x_r3,7.0,10.0,2.0,0,4.07918124604763,0.022396844825458666,3.7319068805181232,3.4059468080041304,4.044552937403862,in-sample
era4tb_B_MXF1x_r3,7.0,2.5,2.6020599913279625,0,3.64345267648619,0.04519148829541393,3.7319068805181232,3.4059468080041304,4.044552937403862,in-sample
era4tb_B_MXF1x_r3,10.0,100.0,1.0,0,4.14612803567824,0.020478649508294595,4.258839110186427,3.8621562860351,4.543943185859904,in-sample
era4tb_B_MXF1x_r3,10.0,10.0,2.0,0,4.27875360095283,0.0206220059932865,4.258839110186427,3.8621562860351,4.543943185859904,in-sample
era4tb_B_MXF1x_r3,10.0,10.0,2.0,0,4.17609125905568,0.0206220059932865,4.258839110186427,3.8621562860351,4.543943185859904,in-sample
era4tb_B_MXF1x_r3,10.0,2.5,2.6020599913279625,0,4.07918124604763,0.024290331924038143,4.258839110186427,3.8621562860351,4.543943185859904,in-sample
era4tb_B_MXF1x_r3,14.0,100.0,1.0,0,3.80617997398389,0.020478587034700946,4.926493433050533,4.3508499440948665,5.291242217192757,in-sample
era4tb_B_MXF1x_r3,14.0,10.0,2.0,0,5.55630250076729,0.020483239038970664,4.926493433050533,4.3508499440948665,5.291242217192757,in-sample
era4tb_B_MXF1x_r3,14.0,10.0,2.0,0,5.27875360095283,0.020483239038970664,4.926493433050533,4.3508499440948665,5.291242217192757,in-sample
era4tb_B_MXF1x_r3,14.0,2.5,2.6020599913279625,0,4.90308998699194,0.0207356394278209,4.926493433050533,4.3508499440948665,5.291242217192757,in-sample
era4tb_B_untreated_r1,0.0,100.0,1.0,0,3.74036268949424,0.020554196171994794,3.2132051704975746,3.019427579318405,3.5266959553514625,in-sample
era4tb_B_untreated_r1,0.0,10.0,2.0,0,3.47712125471966,0.035742956282325336,3.2132051704975746,3.019427579318405,3.5266959553514625,in-sample
era4tb_B_untreated_r1,0.0,10.0,2.0,0,3.69897000433602,0.035742956282325336,3.2132051704975746,3.019427579318405,3.5266959553514625,in-sample
era4tb_B_untreated_r1,0.0,2.5,2.6020599913279625,0,3.55630250076729,0.12957882096220402,3.2132051704975746,3.019427579318405,3.5266959553514625,in-sample
era4tb_B_untreated_r1,1.0,100.0,1.0,0,3.47712125471966,0.020484990651310285,3.53728792987217,3.3614679466052912,3.8091931584635046,in-sample
era4tb_B_untreated_r1,1.0,10.0,2.0,0,3.14612803567824,0.024020370433772274,3.53728792987217,3.3614679466052912,3.8091931584635046,in-sample
era4tb_B_untreated_r1,1.0,10.0,2.0,0,3.60205999132796,0.024020370433772274,3.53728792987217,3.3614679466052912,3.8091931584635046,in-sample
era4tb_B_untreated_r1,1.0,2.5,2.6020599913279625,0,3.60205999132796,0.06237396483670461,3.53728792987217,3.3614679466052912,3.8091931584635046,in-sample
era4tb_B_untreated_r1,2.0,100.0,1.0,0,3.66275783168157,0.020479024490156445,3.898625717243845,3.662736793351307,4.146996258378863,in-sample
era4tb_B_untreated_r1,2.0,10.0,2.0,0,4.04139268515823,0.0211255107907166,3.898625717243845,3.662736793351307,4.146996258378863,in-sample
era4tb_B_untreated_r1,2.0,2.5,2.6020599913279625,0,4.07918124604763,0.03328101891261668,3.898625717243845,3.662736793351307,4.146996258378863,in-sample
era4tb_B_untreated_r1,3.0,100.0,1.0,0,3.60205999132796,0.020478691101374503,4.016212388978762,3.854924477781092,4.256641241927699,in-sample
era4tb_B_untreated_r1,3.0,10.0,2.0,0,4.20411998265593,0.020734700959094778,4.016212388978762,3.854924477781092,4.256641241927699,in-sample
era4tb_B_untreated_r1,3.0,10.0,2.0,0,4.04139268515823,0.020734700959094778,4.016212388978762,3.854924477781092,4.256641241927699,in-sample
era4tb_B_untreated_r1,3.0,2.5,2.6020599913279625,0,4.30102999566398,0.02711943877405579,4.016212388978762,3.854924477781092,4.256641241927699,in-sample
era4tb_B_untreated_r1,7.0,100.0,1.0,0,4.83884909073726,0.020478587074620816,4.567268562993743,4.333535810350025,4.808522343517849,in-sample
era4tb_B_untreated_r1,7.0,10.0,2.0,0,4.84509804001426,0.02048436970061592,4.567268562993743,4.333535810350025,4.808522343517849,in-sample
era4tb_B_untreated_r1,7.0,10.0,2.0,0,4.60205999132796,0.02048436970061592,4.567268562993743,4.333535810350025,4.808522343517849,in-sample
era4tb_B_untreated_r1,7.0,2.5,2.6020599913279625,0,3.60205999132796,0.020838173729653037,4.567268562993743,4.333535810350025,4.808522343517849,in-sample
era4tb_B_untreated_r1,10.0,100.0,1.0,0,5.11394335230684,0.020478586525697492,5.074278187196809,4.740458164919748,5.3708173468465965,in-sample
era4tb_B_untreated_r1,10.0,10.0,2.0,0,5.17609125905568,0.02047876588543748,5.074278187196809,4.740458164919748,5.3708173468465965,in-sample
era4tb_B_untreated_r1,10.0,10.0,2.0,0,5.04139268515823,0.02047876588543748,5.074278187196809,4.740458164919748,5.3708173468465965,in-sample
era4tb_B_untreated_r1,10.0,2.5,2.6020599913279625,0,4.80617997398389,0.020500524782566414,5.074278187196809,4.740458164919748,5.3708173468465965,in-sample
era4tb_B_untreated_r1,14.0,100.0,1.0,0,5.6232492903979,0.020478586520242408,5.796945495059813,5.161203063425603,6.181256838332114,in-sample
era4tb_B_untreated_r1,14.0,10.0,2.0,0,6.14612803567824,0.020478588343462164,5.796945495059813,5.161203063425603,6.181256838332114,in-sample
era4tb_B_untreated_r1,14.0,10.0,2.0,0,5.60205999132796,0.020478588343462164,5.796945495059813,5.161203063425603,6.181256838332114,in-sample
era4tb_B_untreated_r1,14.0,2.5,2.6020599913279625,0,5.85733249643127,0.020479102873700243,5.796945495059813,5.161203063425603,6.181256838332114,in-sample
era4tb_B_untreated_r2,0.0,100.0,1.0,0,3.39794000867204,0.020505815312773342,3.435715617052653,3.108973590569152,3.7243385829116757,in-sample
era4tb_B_untreated_r2,0.0,10.0,2.0,0,3.84509804001426,0.028436909931194063,3.435715617052653,3.108973590569152,3.7243385829116757,in-sample
era4tb_B_untreated_r2,0.0,10.0,2.0,0,3.60205999132796,0.028436909931194063,3.435715617052653,3.108973590569152,3.7243385829116757,in-sample
era4tb_B_untreated_r2,0.0,2.5,2.6020599913279625,0,3.64345267648619,0.09072209675190475,3.435715617052653,3.108973590569152,3.7243385829116757,in-sample
era4tb_B_untreated_r2,1.0,10.0,2.0,0,3.84509804001426,0.021972795577331193,3.7034421543744256,3.5275522299112825,3.9160132366600444,in-sample
era4tb_B_untreated_r2,1.0,10.0,2.0,0,4.07918124604763,0.021972795577331193,3.7034421543744256,3.5275522299112825,3.9160132366600444,in-sample
era4tb_B_untreated_r2,1.0,2.5,2.6020599913279625,0,3.85733249643127,0.04383746821848357,3.7034421543744256,3.5275522299112825,3.9160132366600444,in-sample
era4tb_B_untreated_r2,2.0,100.0,1.0,1,,0.020478663979364275,3.987964761169902,3.889247068832749,4.178378860072292,in-sample
era4tb_B_untreated_r2,2.0,10.0,2.0,0,3.77815125038364,0.020697230428736006,3.987964761169902,3.889247068832749,4.178378860072292,in-sample
era4tb_B_untreated_r2,2.0,2.5,2.6020599913279625,0,3.90308998699194,0.026543178345416994,3.987964761169902,3.889247068832749,4.178378860072292,in-sample
era4tb_B_untreated_r2,3.0,100.0,1.0,0,4.25527250510331,0.020478606366865337,4.156701126544887,4.020594684386739,4.29221256912906,in-sample
era4tb_B_untreated_r2,3.0,10.0,2.0,0,4.07918124604763,0.0205647586202657,4.156701126544887,4.020594684386739,4.29221256912906,in-sample
era4tb_B_untreated_r2,3.0,10.0,2.0,0,4.20411998265593,0.0205647586202657,4.156701126544887,4.020594684386739,4.29221256912906,in-sample
era4tb_B_untreated_r2,3.0,2.5,2.6020599913279625,0,4.20411998265593,0.02354571029910252,4.156701126544887,4.020594684386739,4.29221256912906,in-sample
era4tb_B_untreated_r2,7.0,100.0,1.0,0,4.73239375982297,0.020478586583824128,4.733364872926606,4.521193620592308,4.927684361849074,in-sample
era4tb_B_untreated_r2,7.0,10.0,2.0,0,5.0,0.02048004510958742,4.733364872926606,4.521193620592308,4.927684361849074,in-sample
era4tb_B_untreated_r2,7.0,10.0,2.0,0,4.60205999132796,0.02048004510958742,4.733364872926606,4.521193620592308,4.927684361849074,in-sample
era4tb_B_untreated_r2,7.0,2.5,2.6020599913279625,0,3.55630250076729,0.020613962882449852,4.733364872926606,4.521193620592308,4.927684361849074,in-sample
era4tb_B_untreated_r2,10.0,100.0,1.0,0,5.23044892137827,0.02047858652104883,5.1713644606882045,4.8808501725579045,5.323089544671177,in-sample
era4tb_B_untreated_r2,10.0,10.0,2.0,0,5.17609125905568,0.020478635613426523,5.1713644606882045,4.8808501725579045,5.323089544671177,in-sample
era4tb_B_untreated_r2,10.0,10.0,2.0,0,5.14612803567824,0.020478635613426523,5.1713644606882045,4.8808501725579045,5.323089544671177,in-sample
era4tb_B_untreated_r2,10.0,2.5,2.6020599913279625,0,4.85733249643127,0.020486933060553,5.1713644606882045,4.8808501725579045,5.323089544671177,in-sample
era4tb_B_untreated_r2,14.0,100.0,1.0,0,5.41497334797082,0.02047858652023464,5.683481292362585,5.260814069955869,5.958139095040596,in-sample
era4tb_B_untreated_r2,14.0,10.0,2.0,0,5.77815125038364,0.020478587417629847,5.683481292362585,5.260814069955869,5.958139095040596,in-sample
era4tb_B_untreated_r2,14.0,10.0,2.0,0,5.90308998699194,0.020478587417629847,5.683481292362585,5.260814069955869,5.958139095040596,in-sample
era4tb_B_untreated_r2,14.0,2.5,2.6020599913279625,0,5.83250891270624,0.020478876196470052,5.683481292362585,5.260814069955869,5.958139095040596,in-sample
era4tb_B_untreated_r3,0.0,100.0,1.0,0,3.86332286012046,0.02053113906086631,3.379873800985454,3.0554989453148838,3.672885232107318,in-sample
era4tb_B_untreated_r3,0.0,10.0,2.0,0,3.69897000433602,0.030403229467766173,3.379873800985454,3.0554989453148838,3.672885232107318,in-sample
era4tb_B_untreated_r3,0.0,10.0,2.0,0,3.47712125471966,0.030403229467766173,3.379873800985454,3.0554989453148838,3.672885232107318,in-sample
era4tb_B_untreated_r3,0.0,2.5,2.6020599913279625,0,3.55630250076729,0.09794879117554432,3.379873800985454,3.0554989453148838,3.672885232107318,in-sample
era4tb_B_untreated_r3,1.0,100.0,1.0,1,,0.020481717838068007,3.6889710680694594,3.504726387002776,3.9418949123960463,in-sample
era4tb_B_untreated_r3,1.0,10.0,2.0,0,3.60205999132796,0.022288718388474904,3.6889710680694594,3.504726387002776,3.9418949123960463,in-sample
era4tb_B_untreated_r3,1.0,10.0,2.0,0,4.04139268515823,0.022288718388474904,3.6889710680694594,3.504726387002776,3.9418949123960463,in-sample
era4tb_B_untreated_r3,1.0,2.5,2.6020599913279625,0,3.64345267648619,0.04565738258655445,3.6889710680694594,3.504726387002776,3.9418949123960463,in-sample
era4tb_B_untreated_r3,2.0,100.0,1.0,0,3.23044892137827,0.02047871661735772,4.0122087334666325,3.858739096631805,4.2287780723410044,in-sample
era4tb_B_untreated_r3,2.0,10.0,2.0,0,3.90308998699194,0.020729395787169456,4.0122087334666325,3.858739096631805,4.2287780723410044,in-sample
era4tb_B_untreated_r3,2.0,2.5,2.6020599913279625,0,4.07918124604763,0.02681699446468772,4.0122087334666325,3.858739096631805,4.2287780723410044,in-sample
era4tb_B_untreated_r3,3.0,100.0,1.0,0,4.25527250510331,0.020478608037104756,4.134288434448962,4.03117078701418,4.331826147267136,in-sample
era4tb_B_untreated_r3,3.0,10.0,2.0,0,4.23044892137827,0.02056802289126699,4.134288434448962,4.03117078701418,4.331826147267136,in-sample
era4tb_B_untreated_r3,3.0,10.0,2.0,0,4.25527250510331,0.02056802289126699,4.134288434448962,4.03117078701418,4.331826147267136,in-sample
era4tb_B_untreated_r3,3.0,2.5,2.6020599913279625,0,4.07918124604763,0.023626938049553774,4.134288434448962,4.03117078701418,4.331826147267136,in-sample
era4tb_B_untreated_r3,7.0,100.0,1.0,0,4.53147891704226,0.020478586797473237,4.684375426406094,4.297063956710192,5.041863098819612,in-sample
era4tb_B_untreated_r3,7.0,10.0,2.0,0,5.04139268515823,0.02048261129056316,4.684375426406094,4.297063956710192,5.041863098819612,in-sample
era4tb_B_untreated_r3,7.0,10.0,2.0,0,4.60205999132796,0.02048261129056316,4.684375426406094,4.297063956710192,5.041863098819612,in-sample
era4tb_B_untreated_r3,7.0,2.5,2.6020599913279625,0,3.44715803134222,0.02075277627577846,4.684375426406094,4.297063956710192,5.041863098819612,in-sample
era4tb_B_untreated_r3,10.0,100.0,1.0,0,5.17609125905568,0.020478586522984992,5.056313037793029,4.690137294363259,5.295998022375412,in-sample
era4tb_B_untreated_r3,10.0,10.0,2.0,0,5.23044892137827,0.020478752552543954,5.056313037793029,4.690137294363259,5.295998022375412,in-sample
era4tb_B_untreated_r3,10.0,10.0,2.0,0,5.14612803567824,0.020478752552543954,5.056313037793029,4.690137294363259,5.295998022375412,in-sample
era4tb_B_untreated_r3,10.0,2.5,2.6020599913279625,0,4.60205999132796,0.020502472819842053,5.056313037793029,4.690137294363259,5.295998022375412,in-sample
era4tb_B_untreated_r3,14.0,100.0,1.0,0,5.14612803567824,0.02047858652029755,5.453581698045526,5.012734712573282,5.841768261948415,in-sample
era4tb_B_untreated_r3,14.0,10.0,2.0,0,5.77815125038364,0.020478595369687314,5.453581698045526,5.012734712573282,5.841768261948415,in-sample
era4tb_B_untreated_r3,14.0,10.0,2.0,0,6.0,0.020478595369687314,5.453581698045526,5.012734712573282,5.841768261948415,in-sample
era4tb_B_untreated_r3,14.0,2.5,2.6020599913279625,0,5.60205999132796,0.020480639430363212,5.453581698045526,5.012734712573282,5.841768261948415,in-sample
era4tb_C_INH10x_r1,0.0,100.0,1.0,0,4.17609125905568,0.020485236551127477,3.605333837964315,3.296512547517546,3.931941506871545,in-sample
era4tb_C_INH10x_r1,0.0,10.0,2.0,0,4.04139268515823,0.023439969991847408,3.605333837964315,3.296512547517546,3.931941506871545,in-sample
era4tb_C_INH10x_r1,0.0,10.0,2.0,0,4.25527250510331,0.023439969991847408,3.605333837964315,3.296512547517546,3.931941506871545,in-sample
era4tb_C_INH10x_r1,0.0,2.5,2.6020599913279625,0,3.94448267215017,0.05464604134384306,3.605333837964315,3.296512547517546,3.931941506871545,in-sample
era4tb_C_INH10x_r1,1.0,100.0,1.0,0,1.47712125471966,0.030287817148596442,2.4340783980335874,2.0540319001306635,2.628544653984742,in-sample
era4tb_C_INH10x_r1,1.0,10.0,2.0,0,2.0,0.22062035514573897,2.4340783980335874,2.0540319001306635,2.628544653984742,in-sample
era4tb_C_INH10x_r1,1.0,10.0,2.0,1,,0.22062035514573897,2.4340783980335874,2.0540319001306635,2.628544653984742,in-sample
era4tb_C_INH10x_r1,1.0,2.5,2.6020599913279625,1,,0.519067337371293,2.4340783980335874,2.0540319001306635,2.628544653984742,in-sample
era4tb_C_INH10x_r1,2.0,100.0,1.0,1,,0.34591514374725263,1.2159535129737704,0.5244859179966814,1.365207750140217,in-sample
era4tb_C_INH10x_r1,2.0,10.0,2.0,1,,0.8067905948892157,1.2159535129737704,0.5244859179966814,1.365207750140217,in-sample
era4tb_C_INH10x_r1,2.0,10.0,2.0,1,,0.8067905948892157,1.2159535129737704,0.5244859179966814,1.365207750140217,in-sample
era4tb_C_INH10x_r1,2.0,2.5,2.6020599913279625,1,,0.9378389486474121,1.2159535129737704,0.5244859179966814,1.365207750140217,in-sample
era4tb_C_INH10x_r1,3.0,100.0,1.0,1,,0.6693768003348795,0.5858411391347227,-0.17752864069137841,0.8729460651206405,in-sample
era4tb_C_INH10x_r1,3.0,10.0,2.0,1,,0.9410193611723242,0.5858411391347227,-0.17752864069137841,0.8729460651206405,in-sample
era4tb_C_INH10x_r1,3.0,10.0,2.0,1,,0.9410193611723242,0.5858411391347227,-0.17752864069137841,0.8729460651206405,in-sample
era4tb_C_INH10x_r1,3.0,2.5,2.6020599913279625,1,,0.9837442595997506,0.5858411391347227,-0.17752864069137841,0.8729460651206405,in-sample
era4tb_C_INH10x_r1,7.0,100.0,1.0,1,,0.9943645589382523,-2.234897090708315,-3.7827507914849217,-1.02320433587656,in-sample
era4tb_C_INH10x_r1,7.0,10.0,2.0,1,,0.9994088119747403,-2.234897090708315,-3.7827507914849217,-1.02320433587656,in-sample
era4tb_C_INH10x_r1,7.0,10.0,2.0,1,,0.9994088119747403,-2.234897090708315,-3.7827507914849217,-1.02320433587656,in-sample
era4tb_C_INH10x_r1,7.0,2.5,2.6020599913279625,1,,0.9998515246635417,-2.234897090708315,-3.7827507914849217,-1.02320433587656,in-sample
era4tb_C_INH10x_r1,10.0,100.0,1.0,1,,0.9984907151805,-2.938749015395973,-5.422984970271229,-1.5554131171688543,in-sample
era4tb_C_INH10x_r1,10.0,10.0,2.0,1,,0.999846494183079,-2.938749015395973,-5.422984970271229,-1.5554131171688543,in-sample
era4tb_C_INH10x_r1,10.0,10.0,2.0,1,,0.999846494183079,-2.938749015395973,-5.422984970271229,-1.5554131171688543,in-sample
era4tb_C_INH10x_r1,10.0,2.5,2.6020599913279625,1,,0.9999615665686282,-2.938749015395973,-5.422984970271229,-1.5554131171688543,in-sample
era4tb_C_INH10x_r1,14.0,100.0,1.0,1,,0.9997283217044368,-3.94877990574306,-7.498177540086711,-2.26502482555858,in-sample
era4tb_C_INH10x_r1,14.0,10.0,2.0,1,,0.9999727326608772,-3.94877990574306,-7.498177540086711,-2.26502482555858,in-sample
era4tb_C_INH10x_r1,14.0,10.0,2.0,1,,0.9999727326608772,-3.94877990574306,-7.498177540086711,-2.26502482555858,in-sample
era4tb_C_INH10x_r1,14.0,2.5,2.6020599913279625,1,,0.999993181065454,-3.94877990574306,-7.498177540086711,-2.26502482555858,in-sample
era4tb_C_INH10x_r1,21.0,100.0,1.0,1,,0.9991535576037289,-5.151951832005118,-11.060909225917127,-2.2931694067314514,in-sample
era4tb_C_INH10x_r1,21.0,10.0,2.0,1,,0.9999136283256441,-5.151951832005118,-11.060909225917127,-2.2931694067314514,in-sample
era4tb_C_INH10x_r1,21.0,10.0,2.0,1,,0.9999136283256441,-5.151951832005118,-11.060909225917127,-2.2931694067314514,in-sample
era4tb_C_INH10x_r1,21.0,2.5,2.6020599913279625,1,,0.9999783691130981,-5.151951832005118,-11.060909225917127,-2.2931694067314514,in-sample
era4tb_C_INH10x_r1,28.0,100.0,1.0,1,,0.9966413708467926,-6.53542984844422,-14.657711913398556,-2.321313987904322,in-sample
era4tb_C_INH10x_r1,28.0,10.0,2.0,1,,0.9996358253744607,-6.53542984844422,-14.657711913398556,-2.321313987904322,in-sample
era4tb_C_INH10x_r1,28.0,10.0,2.0,1,,0.9996358253744607,-6.53542984844422,-14.657711913398556,-2.321313987904322,in-sample
era4tb_C_INH10x_r1,28.0,2.5,2.6020599913279625,1,,0.9999082461583113,-6.53542984844422,-14.657711913398556,-2.321313987904322,in-sample
era4tb_C_INH10x_r2,0.0,100.0,1.0,0,4.77815125038364,0.0204825139888277,3.733401690869157,3.437735687271107,4.026606237877415,in-sample
era4tb_C_INH10x_r2,0.0,10.0,2.0,0,4.07918124604763,0.02244399500600306,3.733401690869157,3.437735687271107,4.026606237877415,in-sample
era4tb_C_INH10x_r2,0.0,10.0,2.0,0,4.25527250510331,0.02244399500600306,3.733401690869157,3.437735687271107,4.026606237877415,in-sample
era4tb_C_INH10x_r2,0.0,2.5,2.6020599913279625,0,3.92427928606188,0.045756155868220336,3.733401690869157,3.437735687271107,4.026606237877415,in-sample
era4tb_C_INH10x_r2,1.0,100.0,1.0,0,1.0,0.02606064827908807,2.4728095730858044,2.2258253689334575,2.7219041384363325,in-sample
era4tb_C_INH10x_r2,1.0,10.0,2.0,0,2.30102999566398,0.18164773515623991,2.4728095730858044,2.2258253689334575,2.7219041384363325,in-sample
era4tb_C_INH10x_r2,1.0,10.0,2.0,0,2.0,0.18164773515623991,2.4728095730858044,2.2258253689334575,2.7219041384363325,in-sample
era4tb_C_INH10x_r2,1.0,2.5,2.6020599913279625,1,,0.46747951051628645,2.4728095730858044,2.2258253689334575,2.7219041384363325,in-sample
era4tb_C_INH10x_r2,2.0,100.0,1.0,1,,0.2908825392624888,1.2597353740014072,0.8926039954801345,1.5475239379066532,in-sample
era4tb_C_INH10x_r2,2.0,10.0,2.0,1,,0.7729171125360252,1.2597353740014072,0.8926039954801345,1.5475239379066532,in-sample
era4tb_C_INH10x_r2,2.0,10.0,2.0,1,,0.7729171125360252,1.2597353740014072,0.8926039954801345,1.5475239379066532,in-sample
era4tb_C_INH10x_r2,2.0,2.5,2.6020599913279625,1,,0.9241454713797743,1.2597353740014072,0.8926039954801345,1.5475239379066532,in-sample
