unit_group,time_days,plated_volume_uL,limit_log10,observed_blank,observed_y_log10,predicted_p_blank,mu_median,mu_q05,mu_q95,fold
era4tb_A_INH10x_r3,1.0,100.0,1.0,0,2.46239799789896,0.0223600871268869,2.7833719595689734,2.3955386968293135,3.0569266201498015,in-sample
era4tb_A_INH10x_r3,1.0,10.0,2.0,0,2.0,0.10974414353177983,2.7833719595689734,2.3955386968293135,3.0569266201498015,in-sample
era4tb_A_INH10x_r3,1.0,10.0,2.0,1,,0.10974414353177983,2.7833719595689734,2.3955386968293135,3.0569266201498015,in-sample
era4tb_A_INH10x_r3,1.0,2.5,2.6020599913279625,0,3.30102999566398,0.3381447178176521,2.7833719595689734,2.3955386968293135,3.0569266201498015,in-sample
era4tb_A_INH10x_r3,2.0,100.0,1.0,0,1.30102999566398,0.09878266935395326,1.8773020378614298,1.3901350785463442,2.027899944730236,in-sample
era4tb_A_INH10x_r3,2.0,10.0,2.0,1,,0.5167511587070751,1.8773020378614298,1.3901350785463442,2.027899944730236,in-sample
era4tb_A_INH10x_r3,2.0,10.0,2.0,0,2.69897000433602,0.5167511587070751,1.8773020378614298,1.3901350785463442,2.027899944730236,in-sample
era4tb_A_INH10x_r3,2.0,2.5,2.6020599913279625,0,2.60205999132796,0.7891923407965792,1.8773020378614298,1.3901350785463442,2.027899944730236,in-sample
era4tb_A_INH10x_r3,3.0,100.0,1.0,1,,0.23379152360052285,1.4387969968974001,0.9311302517167475,1.5926214886756203,in-sample
era4tb_A_INH10x_r3,3.0,10.0,2.0,1,,0.7208228374315528,1.4387969968974001,0.9311302517167475,1.5926214886756203,in-sample
era4tb_A_INH10x_r3,3.0,10.0,2.0,1,,0.7208228374315528,1.4387969968974001,0.9311302517167475,1.5926214886756203,in-sample
era4tb_A_INH10x_r3,3.0,2.5,2.6020599913279625,0,2.60205999132796,0.9018481338402641,1.4387969968974001,0.9311302517167475,1.5926214886756203,in-sample
era4tb_A_INH10x_r3,7.0,100.0,1.0,1,,0.8959757781946792,-0.2939859722753675,-1.203115054192705,0.3693122916335434,in-sample
era4tb_A_INH10x_r3,7.0,10.0,2.0,1,,0.9864829659799091,-0.2939859722753675,-1.203115054192705,0.3693122916335434,in-sample
era4tb_A_INH10x_r3,7.0,10.0,2.0,1,,0.9864829659799091,-0.2939859722753675,-1.203115054192705,0.3693122916335434,in-sample
era4tb_A_INH10x_r3,7.0,2.5,2.6020599913279625,1,,0.9965015536678467,-0.2939859722753675,-1.203115054192705,0.3693122916335434,in-sample
era4tb_A_INH10x_r3,10.0,100.0,1.0,1,,0.925636009682233,-0.5826953068351282,-1.6133642725434436,0.2145267155849857,in-sample
era4tb_A_INH10x_r3,10.0,10.0,2.0,1,,0.9905791391596804,-0.5826953068351282,-1.6133642725434436,0.2145267155849857,in-sample
era4tb_A_INH10x_r3,10.0,10.0,2.0,1,,0.9905791391596804,-0.5826953068351282,-1.6133642725434436,0.2145267155849857,in-sample
era4tb_A_INH10x_r3,10.0,2.5,2.6020599913279625,1,,0.9975699709823292,-0.5826953068351282,-1.6133642725434436,0.2145267155849857,in-sample
era4tb_A_INH10x_r3,14.0,100.0,1.0,1,,0.9419848454630982,-0.7637187018042089,-2.1603632303444282,0.008145947520242336,in-sample
era4tb_A_INH10x_r3,14.0,10.0,2.0,1,,0.9927298750524287,-0.7637187018042089,-2.1603632303444282,0.008145947520242336,in-sample
era4tb_A_INH10x_r3,14.0,10.0,2.0,1,,0.9927298750524287,-0.7637187018042089,-2.1603632303444282,0.008145947520242336,in-sample
era4tb_A_INH10x_r3,14.0,2.5,2.6020599913279625,1,,0.9981276636884928,-0.7637187018042089,-2.1603632303444282,0.008145947520242336,in-sample
era4tb_A_INH10x_r3,21.0,100.0,1.0,1,,0.8456077174465179,-0.8170621588373495,-3.6049645318016137,0.9093978219540408,in-sample
era4tb_A_INH10x_r3,21.0,10.0,2.0,1,,0.9665666871891839,-0.8170621588373495,-3.6049645318016137,0.9093978219540408,in-sample
era4tb_A_INH10x_r3,21.0,10.0,2.0,1,,0.9665666871891839,-0.8170621588373495,-3.6049645318016137,0.9093978219540408,in-sample
era4tb_A_INH10x_r3,21.0,2.5,2.6020599913279625,1,,0.9899686579439924,-0.8170621588373495,-3.6049645318016137,0.9093978219540408,in-sample
era4tb_A_INH1x_r1,1.0,100.0,1.0,0,2.54406804435028,0.023046572639761308,2.585223336407121,2.4441754933425295,2.9309874147544486,in-sample
era4tb_A_INH1x_r1,1.0,10.0,2.0,0,2.0,0.13581722036170787,2.585223336407121,2.4441754933425295,2.9309874147544486,in-sample
era4tb_A_INH1x_r1,1.0,10.0,2.0,0,2.95424250943932,0.13581722036170787,2.585223336407121,2.4441754933425295,2.9309874147544486,in-sample
era4tb_A_INH1x_r1,1.0,2.5,2.6020599913279625,0,2.60205999132796,0.3962416580331066,2.585223336407121,2.4441754933425295,2.9309874147544486,in-sample
era4tb_A_INH1x_r1,2.0,100.0,1.0,0,2.17609125905568,0.05391036424756425,1.9499365435936005,1.8508045136765219,2.2899701907774586,in-sample
era4tb_A_INH1x_r1,2.0,10.0,2.0,1,,0.3904807288858863,1.9499365435936005,1.8508045136765219,2.2899701907774586,in-sample
era4tb_A_INH1x_r1,2.0,10.0,2.0,1,,0.3904807288858863,1.9499365435936005,1.8508045136765219,2.2899701907774586,in-sample
era4tb_A_INH1x_r1,2.0,2.5,2.6020599913279625,0,2.60205999132796,0.6996919741844251,1.9499365435936005,1.8508045136765219,2.2899701907774586,in-sample
era4tb_A_INH1x_r1,3.0,100.0,1.0,0,2.04139268515822,0.09456316828539187,1.7168848884989676,1.5795733696047156,1.993727478216578,in-sample
era4tb_A_INH1x_r1,3.0,10.0,2.0,1,,0.5246345043118044,1.7168848884989676,1.5795733696047156,1.993727478216578,in-sample
era4tb_A_INH1x_r1,3.0,10.0,2.0,1,,0.5246345043118044,1.7168848884989676,1.5795733696047156,1.993727478216578,in-sample
era4tb_A_INH1x_r1,3.0,2.5,2.6020599913279625,1,,0.7980205221860064,1.7168848884989676,1.5795733696047156,1.993727478216578,in-sample
era4tb_A_INH1x_r1,7.0,100.0,1.0,1,,0.5204907414622298,0.7763534664913783,0.39995727987062063,1.1350606882494125,in-sample
era4tb_A_INH1x_r1,7.0,10.0,2.0,1,,0.895823962307076,0.7763534664913783,0.39995727987062063,1.1350606882494125,in-sample
era4tb_A_INH1x_r1,7.0,10.0,2.0,1,,0.895823962307076,0.7763534664913783,0.39995727987062063,1.1350606882494125,in-sample
