predictor,culture_age_days,endpoint_depth,analysis_sample,se_type,adjusted_for_N0,model_terms,model_used,cut,n,n_Low,n_Medium,n_High,odds_ratio,ci_low,ci_high,p,proportional_odds_p,brant_omnibus_p,lr_nonproportionality_p,ppo_vs_po_lr_p,in_bh_family,survives_bh,beta,unit
growth,15,D2,all IS/IR,independent,False,growth,proportional odds,both (proportional),202,28,157,17,1.110910285092272,1.0423169191324044,1.1840176810629166,0.0012184362662008231,0.11696497215454356,0.11696497215454356,0.17675147708240696,,False,False,0.10517975590481125,per day of Time_to_0.4 (larger = slower)
resistance,15,D2,all IS/IR,independent,True,resistance + start_density,proportional odds,both (proportional),202,28,157,17,0.4552986690928586,0.2008482406655474,1.032107014683386,0.05952701323384948,0.8964479487061859,0.3852065163288374,0.4651800340359118,,False,False,-0.7868016597889662,isoniazid resistant vs susceptible
growth,15,D2,all IS/IR,independent,True,growth + start_density,proportional odds,both (proportional),202,28,157,17,1.0678968283792512,0.9967699820805931,1.1440990966462081,0.061766561648596306,0.2427194975609987,0.2512041836815925,0.39628271514375296,,True,False,0.06569113323051674,per day of Time_to_0.4 (larger = slower)
resistance,15,D2,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),202,28,157,17,0.47514454167080006,0.2086311081561607,1.0821125261462505,0.07638787715687616,0.8141656686605435,0.42576145758244854,0.6121260246608282,,False,False,-0.7441362229825035,isoniazid resistant vs susceptible
growth,15,D2,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),202,28,157,17,1.0637153785412128,0.992378884246135,1.1401798491557158,0.08116536945626408,0.22717128849182436,0.42576145758244854,0.6121260246608282,,False,False,0.06176785376353846,per day of Time_to_0.4 (larger = slower)
resistance,15,D2,all IS/IR,independent,False,resistance,proportional odds,both (proportional),202,28,157,17,1.29517348648077,0.6591547747591954,2.5448869132375984,0.4529399757923298,0.4790822061113834,0.4790822061113834,0.48003884340399505,,True,False,0.25864465257322194,isoniazid resistant vs susceptible
start_density,15,D5,all IS/IR,independent,False,start_density,proportional odds,both (proportional),202,33,123,46,0.47966172000384805,0.33990154012146073,0.6768882705116153,2.9062483246874456e-05,0.8581105259676758,0.8581105259676758,0.9270696673177025,,False,False,-0.7346741735251976,per log10 starting MPN per mL
growth,15,D5,all IS/IR,independent,False,growth,proportional odds,both (proportional),202,33,123,46,1.1255510831826316,1.0622802310922037,1.1925904330828445,6.156081778251036e-05,0.18420697327233235,0.18420697327233235,0.18977214951330593,,False,False,0.11827276743609186,per day of Time_to_0.4 (larger = slower)
start_density,15,D5,all IS/IR,independent,True,resistance + start_density,proportional odds,both (proportional),202,33,123,46,0.5210599217497578,0.3494818037057242,0.7768743298649078,0.0013795616868542955,0.5482227042856586,0.6147392484368707,0.6270544180462647,,False,False,-0.6518902308868637,per log10 starting MPN per mL
start_density,15,D5,all IS/IR,independent,True,growth + start_density,proportional odds,both (proportional),202,33,123,46,0.5626754165524175,0.391598187496249,0.8084910362243931,0.0018741860867726478,0.8884715622392396,0.35809345477835103,0.34378480752349655,,False,False,-0.5750523418704381,per log10 starting MPN per mL
growth,15,D5,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),202,33,123,46,1.0985645648241817,1.0336193253024193,1.16759049830482,0.00249873553929087,0.10051388776327448,0.3178759934204113,0.39398957698446246,,False,False,0.09400438655836124,per day of Time_to_0.4 (larger = slower)
growth,15,D5,all IS/IR,independent,True,growth + start_density,proportional odds,both (proportional),202,33,123,46,1.0959457375263557,1.0315500145630665,1.1643614392375694,0.0030233598905069665,0.152384912093151,0.35809345477835103,0.34378480752349655,,True,True,0.09161767774394049,per day of Time_to_0.4 (larger = slower)
resistance,15,D5,all IS/IR,independent,False,resistance,proportional odds,both (proportional),202,33,123,46,2.317482794104578,1.3043174112968738,4.1176529995338225,0.004158499623553276,0.4165864026902819,0.4165864026902819,0.4081107811725887,,True,True,0.8404815940957185,isoniazid resistant vs susceptible
start_density,15,D5,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),202,33,123,46,0.630680311007031,0.41335523443558214,0.9622659193733097,0.032484065932925014,0.4750304859340807,0.3178759934204113,0.39398957698446246,,False,False,-0.46095618348329054,per log10 starting MPN per mL
resistance,15,D5,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),202,33,123,46,1.4323673661645655,0.7242843264982104,2.8326945601221474,0.30169411963693404,0.23117805214806547,0.3178759934204113,0.39398957698446246,,False,False,0.3593285762552497,isoniazid resistant vs susceptible
resistance,15,D5,all IS/IR,independent,True,resistance + start_density,proportional odds,both (proportional),202,33,123,46,1.3137322457033966,0.6721669662374559,2.5676543181849625,0.4248156956357104,0.3328229113233135,0.6147392484368707,0.6270544180462647,,False,False,0.27287212890525814,isoniazid resistant vs susceptible
start_density,60,D2,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),196,39,119,38,0.45929970036054246,0.2999199281588645,0.7033751176398747,0.0003460593963439518,0.9701867747480032,0.41079258440398647,0.3039686765401397,,False,False,-0.7780523400334838,per log10 starting MPN per mL
start_density,60,D2,all IS/IR,independent,True,growth + start_density,proportional odds,both (proportional),196,39,119,38,0.4775710992274632,0.3139091796622671,0.7265609596467075,0.0005564245629287939,0.8313595749001363,0.7894849500728988,0.6326834694107419,,False,False,-0.7390422312400118,per log10 starting MPN per mL
start_density,60,D2,all IS/IR,independent,True,resistance + start_density,proportional odds,both (proportional),196,39,119,38,0.587514159154809,0.4143309150240325,0.8330850407031808,0.002837139933579721,0.9038811820211359,0.24998109918262934,0.22458040115099798,,False,False,-0.5318549325652033,per log10 starting MPN per mL
start_density,60,D2,all IS/IR,independent,False,start_density,proportional odds,both (proportional),196,39,119,38,0.6085807742282413,0.43189043954455814,0.857556743212035,0.004537463087518752,0.8096497949203214,0.8096497949203214,0.57615211939577,,False,False,-0.4966256321788748,per log10 starting MPN per mL
growth,60,D2,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),196,39,119,38,0.9324283412469214,0.8707650638671124,0.998458307111375,0.045052769462189834,0.7402721218861814,0.41079258440398647,0.3039686765401397,,False,False,-0.06996297626476529,per day of Time_to_0.4 (larger = slower)
growth,60,D2,all IS/IR,independent,True,growth + start_density,proportional odds,both (proportional),196,39,119,38,0.933356139607851,0.8719410533477981,0.9990969917047662,0.047035736066177045,0.6876823552023222,0.7894849500728988,0.6326834694107419,,True,False,-0.06896843649136235,per day of Time_to_0.4 (larger = slower)
resistance,60,D2,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),196,39,119,38,0.708163604181008,0.39400511918724035,1.2728151637245937,0.24868100230740642,0.11451866837786981,0.41079258440398647,0.3039686765401397,,False,False,-0.34508013263143217,isoniazid resistant vs susceptible
resistance,60,D2,all IS/IR,independent,True,resistance + start_density,proportional odds,both (proportional),196,39,119,38,0.7153434633962905,0.39847336424475976,1.2841919097746306,0.2618143662037653,0.0988505327585667,0.24998109918262934,0.22458040115099798,,False,False,-0.3349924832416668,isoniazid resistant vs susceptible
resistance,60,D2,all IS/IR,independent,False,resistance,proportional odds,both (proportional),196,39,119,38,0.8361785576795431,0.47180200563666447,1.4819661043609296,0.5400451481374909,0.07537657593098088,0.07537657593098088,0.07803749908445945,,True,False,-0.1789131029625423,isoniazid resistant vs susceptible
growth,60,D2,all IS/IR,independent,False,growth,proportional odds,both (proportional),196,39,119,38,0.9992860401327245,0.9450109344787578,1.0566783447378059,0.9800018125034106,0.2953484812078595,0.2953484812078595,0.3000028631607955,,False,False,-0.0007142148579975671,per day of Time_to_0.4 (larger = slower)
start_density,60,D5,all IS/IR,independent,False,start_density,partial proportional odds (released: start_density),> Medium,196,47,114,35,0.4933401729939595,0.33636448595224266,0.7235737910935873,0.0002994636339236385,0.0030565477868702527,0.0030565477868702527,0.006192358157192203,0.006192358157192203,False,False,-0.7065563368112479,per log10 starting MPN per mL
start_density,60,D5,all IS/IR,independent,True,resistance + start_density,partial proportional odds (released: start_density),> Medium,196,47,114,35,0.49179504305290855,0.3335822596106392,0.7250456443748434,0.000339079783105804,0.009036714191805033,0.005176696922564331,0.011199192083371327,0.006195335595378447,False,False,-0.7096932284437875,per log10 starting MPN per mL
start_density,60,D5,all IS/IR,independent,True,growth + start_density,partial proportional odds (released: start_density),> Medium,196,47,114,35,0.44997000192077496,0.2860112517776988,0.707919710746043,0.0005522178210621496,0.03896471132283355,0.007438290162873946,0.018906088714081903,0.004900841007230685,False,False,-0.7985743608380859,per log10 starting MPN per mL
start_density,60,D5,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),196,47,114,35,0.62606095613009,0.4166805162723891,0.9406543034383171,0.02416535995028081,0.06157611138851971,0.00930792563521129,0.02439336568879459,,False,False,-0.4683075386128511,per log10 starting MPN per mL
growth,60,D5,all IS/IR,independent,False,growth,partial proportional odds (released: growth),> Medium,196,47,114,35,1.0661076149527933,1.0014675115696519,1.1349199385199267,0.044861342133421134,0.03490140234964195,0.03490140234964194,0.05286738877455775,0.05286738877455775,False,False,0.06401427276164563,per day of Time_to_0.4 (larger = slower)
growth,60,D5,all IS/IR,independent,True,growth + start_density,partial proportional odds (released: start_density),both (proportional),196,47,114,35,0.9758470046440404,0.9145023721305507,1.0413066225888392,0.4604607344284315,0.8750670691213077,0.007438290162873946,0.018906088714081903,0.004900841007230685,True,False,-0.024449462393635275,per day of Time_to_0.4 (larger = slower)
start_density,60,D5,all IS/IR,independent,True,growth + start_density,partial proportional odds (released: start_density),> Low,196,47,114,35,0.8815968129523036,0.5740486530778893,1.3539147534628981,0.5647976577526527,0.03896471132283355,0.007438290162873946,0.018906088714081903,0.004900841007230685,False,False,-0.1260204556622722,per log10 starting MPN per mL
growth,60,D5,all IS/IR,independent,False,growth,partial proportional odds (released: growth),> Low,196,47,114,35,0.9873471406690577,0.9259714192965969,1.0527909996702711,0.6973629826933869,0.03490140234964195,0.03490140234964194,0.05286738877455775,0.05286738877455775,False,False,-0.012733588447909998,per day of Time_to_0.4 (larger = slower)
resistance,60,D5,all IS/IR,independent,False,resistance,proportional odds,both (proportional),196,47,114,35,1.110746573374016,0.6320647251416733,1.9519487501625399,0.7150131797607038,0.06662643010011117,0.06662643010011117,0.06885143016256319,,True,False,0.10503237786312285,isoniazid resistant vs susceptible
growth,60,D5,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),196,47,114,35,0.9886193807470648,0.9259543164185201,1.0555253781515408,0.7319165305971206,0.8841071604793321,0.00930792563521129,0.02439336568879459,,False,False,-0.011445874066090881,per day of Time_to_0.4 (larger = slower)
start_density,60,D5,all IS/IR,independent,True,resistance + start_density,partial proportional odds (released: start_density),> Low,196,47,114,35,0.9477917307223127,0.6420323627497478,1.399164928350724,0.7872941169836833,0.009036714191805033,0.005176696922564331,0.011199192083371327,0.006195335595378447,False,False,-0.053620494194123916,per log10 starting MPN per mL
start_density,60,D5,all IS/IR,independent,False,start_density,partial proportional odds (released: start_density),> Low,196,47,114,35,0.9507384890252154,0.6473663751028157,1.396278381573943,0.7966969774993492,0.0030565477868702527,0.0030565477868702527,0.006192358157192203,0.006192358157192203,False,False,-0.05051623950426321,per log10 starting MPN per mL
resistance,60,D5,all IS/IR,independent,True,resistance + start_density,partial proportional odds (released: start_density),both (proportional),196,47,114,35,0.9716208422467425,0.5434446971807584,1.7371538741397714,0.9226347958677644,0.17891892027857004,0.005176696922564331,0.011199192083371327,0.006195335595378447,False,False,-0.028789630615752647,isoniazid resistant vs susceptible
resistance,60,D5,all IS/IR,independent,True,resistance + growth + start_density,proportional odds,both (proportional),196,47,114,35,0.9751864981137456,0.5474984340464234,1.7369706413127644,0.9320145341200579,0.1824553431523437,0.00930792563521129,0.02439336568879459,,False,False,-0.025126546159336766,isoniazid resistant vs susceptible
start_density,15,D2,baseline only (0M),independent,True,resistance + start_density,proportional odds,both (proportional),167,24,131,12,0.2886594789659191,0.16400188952316447,0.5080691145641143,1.6518959898372255e-05,0.21177770850616476,0.4310795657988754,0.5587425891199622,,False,False,-1.2425075590539827,per log10 starting MPN per mL
start_density,15,D2,baseline only (0M),independent,False,start_density,proportional odds,both (proportional),167,24,131,12,0.3846322763205755,0.23696157601724147,0.6243290177002503,0.00011060576696529972,0.19823947480750714,0.19823947480750714,0.2372364577472162,,False,False,-0.9554675275583262,per log10 starting MPN per mL
start_density,15,D2,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),167,24,131,12,0.32479949108777506,0.18033179927778956,0.5850033650935288,0.00017981060622448343,0.46672227688426693,0.6297616325700826,0.8336058022206283,,False,False,-1.1245472375438248,per log10 starting MPN per mL
start_density,15,D2,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),167,24,131,12,0.432416046295558,0.26173168887865,0.7144096226749822,0.001064876899327476,0.4355816635346583,0.4319528052459596,0.5861386769810097,,False,False,-0.8383670840639209,per log10 starting MPN per mL
growth,15,D2,baseline only (0M),independent,False,growth,proportional odds,both (proportional),167,24,131,12,1.108923743523269,1.0289956537889555,1.1950603138328435,0.006751574868108514,0.2050345582081915,0.2050345582081915,0.29080605076307,,False,False,0.10338994452818935,per day of Time_to_0.4 (larger = slower)
resistance,15,D2,baseline only (0M),independent,True,resistance + start_density,proportional odds,both (proportional),167,24,131,12,0.35775344311928386,0.1339353978355313,0.9555914876279948,0.040307676486269234,0.7897313161648469,0.4310795657988754,0.5587425891199622,,False,False,-1.0279112362193292,isoniazid resistant vs susceptible
resistance,15,D2,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),167,24,131,12,0.3808111599334293,0.14115929554486026,1.0273297197332467,0.05655767367079038,0.8973536860482026,0.6297616325700826,0.8336058022206283,,False,False,-0.9654516699464842,isoniazid resistant vs susceptible
growth,15,D2,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),167,24,131,12,1.067212671520555,0.9859077328778914,1.155222591600367,0.10763135414502718,0.44514887628293387,0.4319528052459596,0.5861386769810097,,True,False,0.0650502697224449,per day of Time_to_0.4 (larger = slower)
growth,15,D2,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),167,24,131,12,1.0584973264049546,0.9778816615238108,1.145758872561857,0.15955345828467282,0.44749689377621815,0.6297616325700826,0.8336058022206283,,False,False,0.056850285755822974,per day of Time_to_0.4 (larger = slower)
resistance,15,D2,baseline only (0M),independent,False,resistance,proportional odds,both (proportional),167,24,131,12,1.0670876526308166,0.47272949190178754,2.408726508296024,0.875784385888982,0.7338937609629468,0.7338937609629468,0.736195121334219,,True,False,0.06493311761553032,isoniazid resistant vs susceptible
growth,15,D5,baseline only (0M),independent,False,growth,proportional odds,both (proportional),167,29,105,33,1.1396475071281953,1.0651882357171816,1.2193116643172857,0.0001495398786479187,0.4600657092217366,0.4600657092217366,0.5580314342588943,,False,False,0.13071901031939345,per day of Time_to_0.4 (larger = slower)
start_density,15,D5,baseline only (0M),independent,False,start_density,proportional odds,both (proportional),167,29,105,33,0.48026604722527605,0.3260739051876847,0.7073717720055773,0.00020537475758789382,0.676115609782141,0.676115609782141,0.754948408981845,,False,False,-0.7334150635756813,per log10 starting MPN per mL
growth,15,D5,baseline only (0M),independent,True,resistance + growth + start_density,partial proportional odds (released: resistance),both (proportional),167,29,105,33,1.1232633526999913,1.04484905844083,1.2075625175961975,0.0016424029185764491,0.16570052907625088,0.17963018620359117,0.2303320677912553,0.11842250076569702,False,False,0.11623815645589236,per day of Time_to_0.4 (larger = slower)
start_density,15,D5,baseline only (0M),independent,True,resistance + start_density,proportional odds,both (proportional),167,29,105,33,0.5014726724867269,0.32349973693249284,0.7773571738744789,0.0020282429041436107,0.2608483209362374,0.1883764404363365,0.17530266416536633,,False,False,-0.690206164616756,per log10 starting MPN per mL
growth,15,D5,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),167,29,105,33,1.1159223906937485,1.039723127713796,1.197706147779796,0.002370031305592258,0.3694109116857721,0.6629749281840094,0.7186512576970467,,True,True,0.10968131915182093,per day of Time_to_0.4 (larger = slower)
start_density,15,D5,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),167,29,105,33,0.5541899112488402,0.36969338085103337,0.8307599584904466,0.004268168582354674,0.8211592886020876,0.6629749281840094,0.7186512576970467,,False,False,-0.59024785088922,per log10 starting MPN per mL
resistance,15,D5,baseline only (0M),independent,False,resistance,proportional odds,both (proportional),167,29,105,33,2.1100384667804035,1.0702556032770496,4.159999085882356,0.031083008396579733,0.15585417455624231,0.15585417455624231,0.12571606994085813,,True,False,0.746706178023411,isoniazid resistant vs susceptible
start_density,15,D5,baseline only (0M),independent,True,resistance + growth + start_density,partial proportional odds (released: resistance),both (proportional),167,29,105,33,0.6242682078801888,0.39261870047446085,0.9925935644405013,0.04643475813487021,0.2609046810237322,0.17963018620359117,0.2303320677912553,0.11842250076569702,False,False,-0.4711751826381875,per log10 starting MPN per mL
resistance,15,D5,baseline only (0M),independent,True,resistance + growth + start_density,partial proportional odds (released: resistance),> Low,167,29,105,33,2.9405608554606704,0.7778409411822802,11.116537696671928,0.11189900967634898,0.0461112461865867,0.17963018620359117,0.2303320677912553,0.11842250076569702,False,False,1.078600330320342,isoniazid resistant vs susceptible
resistance,15,D5,baseline only (0M),independent,True,resistance + start_density,proportional odds,both (proportional),167,29,105,33,1.1766245416496,0.5421078062409115,2.5538191777981645,0.6808007051837067,0.08105700822802692,0.1883764404363365,0.17530266416536633,,False,False,0.16264978133845942,isoniazid resistant vs susceptible
resistance,15,D5,baseline only (0M),independent,True,resistance + growth + start_density,partial proportional odds (released: resistance),> Medium,167,29,105,33,1.0111266846556626,0.394486696431185,2.5916645140936887,0.9816168315020486,0.0461112461865867,0.17963018620359117,0.2303320677912553,0.11842250076569702,False,False,0.011065238474668284,isoniazid resistant vs susceptible
start_density,60,D2,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),161,29,99,33,0.37669988774820473,0.23017981702287474,0.616486741821539,0.00010248294906457964,0.3832875503064206,0.2404306172484172,0.3009889949343695,,False,False,-0.9763064622714313,per log10 starting MPN per mL
start_density,60,D2,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),161,29,99,33,0.3850012516363766,0.23759019174048088,0.6238724026262978,0.00010631402750721195,0.6229435627408497,0.7479018631023017,0.8666425598867094,,False,False,-0.9545086936960617,per log10 starting MPN per mL
start_density,60,D2,baseline only (0M),independent,False,start_density,proportional odds,both (proportional),161,29,99,33,0.5066673987794819,0.3335337228334194,0.7696728558814395,0.0014368378304323573,0.2699912439448402,0.2699912439448402,0.40501374817704805,,False,False,-0.679900508851465,per log10 starting MPN per mL
start_density,60,D2,baseline only (0M),independent,True,resistance + start_density,partial proportional odds (released: resistance),both (proportional),161,29,99,33,0.49683714673154045,0.3214264921836181,0.7679738801098085,0.0016429751904205147,0.14293489365680725,0.06450553331072549,0.09869176923633657,0.07668305436052837,False,False,-0.6994929791542491,per log10 starting MPN per mL
growth,60,D2,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),161,29,99,33,0.9191759927507471,0.8520944452953416,0.9915385674841233,0.02927675394994923,0.6680346516625297,0.2404306172484172,0.3009889949343695,,False,False,-0.08427767033571507,per day of Time_to_0.4 (larger = slower)
growth,60,D2,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),161,29,99,33,0.9208128318670951,0.8540682784621841,0.9927734031496892,0.031643716344625816,0.6777573106924257,0.7479018631023017,0.8666425598867094,,True,False,-0.08249848610781974,per day of Time_to_0.4 (larger = slower)
resistance,60,D2,baseline only (0M),independent,True,resistance + start_density,partial proportional odds (released: resistance),> Low,161,29,99,33,0.5450538282310845,0.22625537838944204,1.3130458059565122,0.17609862638840668,0.03200011597497631,0.06450553331072549,0.09869176923633657,0.07668305436052837,False,False,-0.6068707217995859,isoniazid resistant vs susceptible
resistance,60,D2,baseline only (0M),independent,True,resistance + start_density,partial proportional odds (released: resistance),> Medium,161,29,99,33,1.4462529893572738,0.6197584772158767,3.3749400550696778,0.3934240103415858,0.03200011597497631,0.06450553331072549,0.09869176923633657,0.07668305436052837,False,False,0.36897606649493464,isoniazid resistant vs susceptible
resistance,60,D2,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),161,29,99,33,0.8452939154406467,0.4071609637102976,1.7548877892660024,0.6520208342732581,0.05371729934978462,0.2404306172484172,0.3009889949343695,,False,False,-0.1680708831795774,isoniazid resistant vs susceptible
resistance,60,D2,baseline only (0M),independent,False,resistance,proportional odds,both (proportional),161,29,99,33,1.1093897639338546,0.5464380107128581,2.252306069842467,0.7738673311811325,0.06043735789818579,0.06043735789818579,0.07073440796039235,,True,False,0.10381010192783059,isoniazid resistant vs susceptible
growth,60,D2,baseline only (0M),independent,False,growth,proportional odds,both (proportional),161,29,99,33,0.9971509016852542,0.9362793933301133,1.0619799258800324,0.9292566388604558,0.9629466327919456,0.9629466327919456,0.9521523906657945,,False,False,-0.0028531647209132697,per day of Time_to_0.4 (larger = slower)
start_density,60,D5,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),161,34,99,28,0.5225820443038095,0.3254952204606321,0.8390046177706582,0.007216695425023495,0.05225231847499757,0.04321043079471331,0.057741919972932945,,False,False,-0.6489732848789046,per log10 starting MPN per mL
start_density,60,D5,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),161,34,99,28,0.5405644109812773,0.334529654896525,0.8734947056036635,0.01199245162530537,0.06042164662146704,0.07807125428374034,0.10927329267862916,,False,False,-0.6151414797499085,per log10 starting MPN per mL
resistance,60,D5,baseline only (0M),independent,False,resistance,proportional odds,both (proportional),161,34,99,28,1.6088445496741899,0.7946196736666943,3.257383212112681,0.18643006877064106,0.4351751790456069,0.4351751790456069,0.44358061089150314,,True,False,0.4755162503374336,isoniazid resistant vs susceptible
growth,60,D5,baseline only (0M),independent,False,growth,proportional odds,both (proportional),161,34,99,28,1.0313892652261405,0.9634288762314689,1.1041435882477566,0.3741700271702286,0.12443980294083878,0.12443980294083878,0.12625377222058942,,False,False,0.03090669461676194,per day of Time_to_0.4 (larger = slower)
resistance,60,D5,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),161,34,99,28,1.3685563637224656,0.6662093013756896,2.811348500865591,0.39298952969570955,0.6214472879501989,0.07807125428374034,0.10927329267862916,,False,False,0.31375643514842155,isoniazid resistant vs susceptible
growth,60,D5,baseline only (0M),independent,True,growth + start_density,proportional odds,both (proportional),161,34,99,28,0.9855531037592594,0.914504882749575,1.0621210872151146,0.703050275603977,0.9426061523954014,0.04321043079471331,0.057741919972932945,,True,False,-0.014552268748002145,per day of Time_to_0.4 (larger = slower)
growth,60,D5,baseline only (0M),independent,True,resistance + growth + start_density,proportional odds,both (proportional),161,34,99,28,0.9861129909194425,0.9149117036237734,1.0628553848513922,0.7145690333751795,0.9833041538226699,0.07807125428374034,0.10927329267862916,,False,False,-0.013984335692051757,per day of Time_to_0.4 (larger = slower)
resistance,60,D5,baseline only (0M),independent,True,resistance + start_density,"partial proportional odds (released: start_density) [boundary fit: odds ratios only, no Wald interval]",both (proportional),161,34,99,28,1.36854382045808,,,,0.6023311858772888,0.0519419170384006,0.0695603091698226,0.01688084204774776,False,False,0.31374726978103157,isoniazid resistant vs susceptible
start_density,60,D5,baseline only (0M),independent,True,resistance + start_density,"partial proportional odds (released: start_density) [boundary fit: odds ratios only, no Wald interval]",> Low,161,34,99,28,0.8902302087373377,,,,0.02136558452730641,0.0519419170384006,0.0695603091698226,0.01688084204774776,False,False,-0.11627518820044383,per log10 starting MPN per mL
start_density,60,D5,baseline only (0M),independent,True,resistance + start_density,"partial proportional odds (released: start_density) [boundary fit: odds ratios only, no Wald interval]",> Medium,161,34,99,28,0.42115076938393287,,,,0.02136558452730641,0.0519419170384006,0.0695603091698226,0.01688084204774776,False,False,-0.8647643873580548,per log10 starting MPN per mL
start_density,60,D5,baseline only (0M),independent,False,start_density,"partial proportional odds (released: start_density) [boundary fit: odds ratios only, no Wald interval]",> Low,161,34,99,28,0.8543384654534387,,,,0.020038556324863066,0.020038556324863066,0.01788076245242745,0.01788076245242745,False,False,-0.1574278341406149,per log10 starting MPN per mL
start_density,60,D5,baseline only (0M),independent,False,start_density,"partial proportional odds (released: start_density) [boundary fit: odds ratios only, no Wald interval]",> Medium,161,34,99,28,0.40513556554433267,,,,0.020038556324863066,0.020038556324863066,0.01788076245242745,0.01788076245242745,False,False,-0.9035335381460057,per log10 starting MPN per mL
