nutrient_conc,n_concentrations,normal_kill_median_per_h,normal_kill_min_per_h,normal_kill_max_per_h,normal_kill_at_12.5_per_h,persister_kill_median_per_h,normal_over_persister
0.0,6,0.5592248772614229,0.17576191380512213,2.299074246734928,0.17576191380512213,0.153362092746835,3.6464348343535753
0.25,6,5.284611557105062,0.7315046891993576,7.367329276319349,0.7315046891993576,0.3655608981297409,14.456172922601542
0.5,6,7.860291795382393,5.911506978159516,9.820881679422,6.345225031279848,0.2907034679649344,27.038864896962725
0.8,6,10.430033791091672,5.430967532614548,14.717085028300952,9.859992136243815,0.39210802658590493,26.599898711348132
0.9,6,10.302889019425434,8.792399759886719,15.679570241690044,10.674225990898625,0.7174663391474695,14.360100895698965
0.95,4,9.068418859533203,8.645057869179569,11.409501224514907,11.409501224514907,0.8086406949966378,11.21439832999118
